scientificName,vernacularName,status,sourceStatus
Frankenia bracteata,,Priority 1: Poorly-known species,P1
Frankenia conferta,,Vulnerable,VU
Frankenia confusa,,"Priority 4: Rare, Near Threatened",P4
Frankenia decurrens,,Extinct,EX
Frankenia drummondii,,Priority 3: Poorly-known species,P3
Frankenia georgei,,Priority 1: Poorly-known species,P1
Frankenia glomerata,,"Priority 4: Rare, Near Threatened",P4
Frankenia parvula,,Endangered,EN
Frankenia sp. southern gypsum (M.N. Lyons 2864),,Priority 3: Poorly-known species,P3
Franklandia triaristata,,"Priority 4: Rare, Near Threatened",P4
Fuirena incrassata,,Priority 3: Poorly-known species,P3
Fuirena nudiflora,,Priority 3: Poorly-known species,P3
Gahnia sclerioides,,"Priority 4: Rare, Near Threatened",P4
Galium leptogonium,,Priority 3: Poorly-known species,P3
Gardenia gardneri,,Priority 3: Poorly-known species,P3
Gardenia sericea,,Priority 3: Poorly-known species,P3
Gastrolobium acrocaroli,,Priority 2: Poorly-known species,P2
Gastrolobium appressum,,Endangered,EN
Gastrolobium argyrotrichum,,Critically Endangered,CR
Gastrolobium crenulatum,,Priority 2: Poorly-known species,P2
Gastrolobium crispatum,,Priority 1: Poorly-known species,P1
Gastrolobium cruciatum,,Priority 3: Poorly-known species,P3
Gastrolobium densifolium,,"Priority 4: Rare, Near Threatened",P4
Gastrolobium diabolophyllum,,Critically Endangered,CR
Gastrolobium effusum,,Priority 2: Poorly-known species,P2
Gastrolobium elegans,,Priority 2: Poorly-known species,P2
Gastrolobium euryphyllum,,Priority 1: Poorly-known species,P1
Gastrolobium ferrugineum,,Priority 2: Poorly-known species,P2
Gastrolobium formosum,,Priority 3: Poorly-known species,P3
Gastrolobium glaucum,,Critically Endangered,CR
Gastrolobium graniticum,,Vulnerable,VU
Gastrolobium hamulosum,,Critically Endangered,CR
Gastrolobium hians,,Priority 1: Poorly-known species,P1
Gastrolobium humile,,Endangered,EN
Gastrolobium involutum,,Priority 1: Poorly-known species,P1
Gastrolobium leakeanum,,Priority 2: Poorly-known species,P2
Gastrolobium lehmannii,,Vulnerable,VU
Gastrolobium luteifolium,,Critically Endangered,CR
Gastrolobium modestum,,Vulnerable,VU
Gastrolobium mondurup,,Priority 2: Poorly-known species,P2
Gastrolobium nudum,,Priority 2: Poorly-known species,P2
Gastrolobium ovalifolium,,"Priority 4: Rare, Near Threatened",P4
Gastrolobium papilio,,Critically Endangered,CR
Gastrolobium propinquum,,Priority 3: Poorly-known species,P3
Gastrolobium pulchellum,,Priority 2: Poorly-known species,P2
Gastrolobium pycnostachyum,,Priority 2: Poorly-known species,P2
Gastrolobium rotundifolium,,Priority 3: Poorly-known species,P3
Gastrolobium semiteres,,Priority 3: Poorly-known species,P3
Gastrolobium sp. Asperum (F. Hort 2864) PN,,Priority 3: Poorly-known species,P3
Gastrolobium sp. East Peak (E.D. Middleton EDM 43),,Priority 2: Poorly-known species,P2
Gastrolobium sp. Prostrate Boddington (M. Hislop 2130),,Priority 1: Poorly-known species,P1
Gastrolobium sp. Yoongarillup (S. Dilkes s.n. 1/9/1969),,Priority 1: Poorly-known species,P1
Gastrolobium spectabile,,Priority 3: Poorly-known species,P3
Gastrolobium stenophyllum,,Priority 3: Poorly-known species,P3
Gastrolobium stipulare,,"Priority 4: Rare, Near Threatened",P4
Gastrolobium subcordatum,,"Priority 4: Rare, Near Threatened",P4
Gastrolobium tenue,,Priority 1: Poorly-known species,P1
Gastrolobium tergiversum,,Priority 2: Poorly-known species,P2
Gastrolobium tomentosum,,"Priority 4: Rare, Near Threatened",P4
Gastrolobium vestitum,,Critically Endangered,CR
Gastrolobium whicherense,,Priority 2: Poorly-known species,P2
Gastrolobium wonganense,,Priority 2: Poorly-known species,P2
Geijera salicifolia,,Priority 3: Poorly-known species,P3
Geleznowia amabilis,,Priority 2: Poorly-known species,P2
Geleznowia sp. Binnu (K.A. Shepherd & J. Wege KS 1301),,Priority 3: Poorly-known species,P3
Glochidion apodogynum,,Priority 3: Poorly-known species,P3
Glossostigma trichodes,,Priority 1: Poorly-known species,P1
Glyceria drummondii,,Endangered,EN
Glycine albicans,,Priority 3: Poorly-known species,P3
Glycine falcata,,Priority 3: Poorly-known species,P3
Glycine lactivirens,,Priority 3: Poorly-known species,P3
Glycine pindanica,,Priority 3: Poorly-known species,P3
Glycine pullenii,,Priority 3: Poorly-known species,P3
Glycine remota,,Priority 1: Poorly-known species,P1
Gmelina australis,,Priority 1: Poorly-known species,P1
Gnephosis cassiniana,,Priority 3: Poorly-known species,P3
Gnephosis multiflora,,Priority 3: Poorly-known species,P3
Gnephosis setifera,,Priority 1: Poorly-known species,P1
Gompholobium cinereum,,Priority 3: Poorly-known species,P3
Gompholobium gairdnerianum,,Priority 3: Poorly-known species,P3
Gompholobium glabristylum,,Priority 2: Poorly-known species,P2
Gompholobium karijini,,Priority 2: Poorly-known species,P2
Gompholobium roseum,,Priority 2: Poorly-known species,P2
Gompholobium wonganense,,Priority 3: Poorly-known species,P3
Gomphrena axillaris,,Priority 1: Poorly-known species,P1
Gomphrena cucullata,,Priority 3: Poorly-known species,P3
Gomphrena leptophylla,,Priority 3: Poorly-known species,P3
Gomphrena longistyla,,Priority 2: Poorly-known species,P2
Gomphrena pusilla,,Priority 2: Poorly-known species,P2
Gomphrena splendida,,Priority 3: Poorly-known species,P3
Gonocarpus benthamii subsp. Stirling (C.J. Robinson 1080),,"Priority 4: Rare, Near Threatened",P4
Gonocarpus ericifolius,,Priority 2: Poorly-known species,P2
Gonocarpus hispidus,,Priority 2: Poorly-known species,P2
Gonocarpus intricatus,,"Priority 4: Rare, Near Threatened",P4
Gonocarpus keigheryi,,Priority 2: Poorly-known species,P2
Gonocarpus orchardii,,Priority 3: Poorly-known species,P3
Gonocarpus pusillus,,"Priority 4: Rare, Near Threatened",P4
Gonocarpus pycnostachyus,,Priority 3: Poorly-known species,P3
Gonocarpus rudis,,Priority 2: Poorly-known species,P2
Gonocarpus simplex,,"Priority 4: Rare, Near Threatened",P4
Gonocarpus trichostachyus,,Priority 3: Poorly-known species,P3
Goodenia anfracta,,Priority 1: Poorly-known species,P1
Goodenia arthrotricha,,Endangered,EN
Goodenia asteriscus,,Priority 3: Poorly-known species,P3
Goodenia berringbinensis,,"Priority 4: Rare, Near Threatened",P4
Goodenia brachypoda,,Priority 1: Poorly-known species,P1
Goodenia byrnesii,,Priority 3: Poorly-known species,P3
Goodenia corralina,,Priority 2: Poorly-known species,P2
Goodenia cravenii,,Priority 3: Poorly-known species,P3
Goodenia crenata,,Priority 3: Poorly-known species,P3
Goodenia durackiana,,Priority 1: Poorly-known species,P1
Goodenia exigua,,Priority 2: Poorly-known species,P2
Goodenia gibbosa,,Priority 3: Poorly-known species,P3
Goodenia gloeophylla,,Priority 2: Poorly-known species,P2
Goodenia grandiflora,,Priority 1: Poorly-known species,P1
Goodenia granitica,,Priority 2: Poorly-known species,P2
Goodenia halophila,,Priority 3: Poorly-known species,P3
Goodenia hartiana,,Priority 2: Poorly-known species,P2
Goodenia heatheriana,,Priority 1: Poorly-known species,P1
Goodenia heterotricha,,Priority 1: Poorly-known species,P1
Goodenia hirsuta,,Priority 3: Poorly-known species,P3
Goodenia integerrima,,Endangered,EN
Goodenia inundata,,Priority 2: Poorly-known species,P2
Goodenia janamba,,Priority 1: Poorly-known species,P1
Goodenia jaurdiensis,,Priority 2: Poorly-known species,P2
Goodenia katabudjar,,Priority 3: Poorly-known species,P3
Goodenia laevis subsp. laevis,,Priority 3: Poorly-known species,P3
Goodenia lunata,,Priority 1: Poorly-known species,P1
Goodenia lyrata,,Priority 3: Poorly-known species,P3
Goodenia malvina,,Priority 1: Poorly-known species,P1
Goodenia maretensis,,Priority 1: Poorly-known species,P1
Goodenia modesta,,Priority 3: Poorly-known species,P3
Goodenia neogoodenia,,"Priority 4: Rare, Near Threatened",P4
Goodenia pallida,,Priority 1: Poorly-known species,P1
Goodenia pedicellata,,Priority 1: Poorly-known species,P1
Goodenia perryi,,Priority 3: Poorly-known species,P3
Goodenia phillipsiae,,"Priority 4: Rare, Near Threatened",P4
Goodenia pritzelii,,Priority 2: Poorly-known species,P2
Goodenia psammophila subsp. hiddinsiana,,Priority 2: Poorly-known species,P2
Goodenia psammophila subsp. psammophila,,Priority 3: Poorly-known species,P3
Goodenia pumilio,,Priority 3: Poorly-known species,P3
Goodenia purpurascens,,Priority 3: Poorly-known species,P3
Goodenia quadrilocularis,,Priority 2: Poorly-known species,P2
Goodenia quartzitica,,Priority 1: Poorly-known species,P1
Goodenia radicans,,Priority 1: Poorly-known species,P1
Goodenia salina,,Priority 2: Poorly-known species,P2
Goodenia salmoniana,,Priority 1: Poorly-known species,P1
Goodenia scapigera subsp. graniticola,,Priority 2: Poorly-known species,P2
Goodenia sepalosa var. glandulosa,,Priority 3: Poorly-known species,P3
Goodenia sericostachya,,Priority 3: Poorly-known species,P3
Goodenia sp. Beyondie (L.W. Sage & S. van Leeuwen LWS 2518),,Priority 1: Poorly-known species,P1
Goodenia sp. Charnley River (M.D. Barrett MDB 5163),,Priority 1: Poorly-known species,P1
Goodenia sp. East Pilbara (A.A. Mitchell PRP 727),,Priority 3: Poorly-known species,P3
Goodenia sp. South Coast (A.R. Annels ARA 1846),,Priority 3: Poorly-known species,P3
Goodenia stenophylla,,"Priority 4: Rare, Near Threatened",P4
Goodenia strangfordii,,Priority 1: Poorly-known species,P1
Goodenia suffrutescens,,Priority 1: Poorly-known species,P1
Goodenia turleyae,,Priority 1: Poorly-known species,P1
Goodenia varia,,Priority 2: Poorly-known species,P2
Goodenia verreauxii,,"Priority 4: Rare, Near Threatened",P4
Goodenia virgata,,Priority 2: Poorly-known species,P2
Goodenia xanthotricha,,Priority 2: Poorly-known species,P2
Gossypium anapoides,,Priority 1: Poorly-known species,P1
Gossypium enthyle,,Priority 1: Poorly-known species,P1
Gossypium londonderriense,,Priority 1: Poorly-known species,P1
Gossypium marchantii,,Priority 1: Poorly-known species,P1
Gossypium pilosum,,Priority 2: Poorly-known species,P2
Gossypium pulchellum,,Priority 2: Poorly-known species,P2
Grammosolen archeri,,Priority 1: Poorly-known species,P1
Grammosolen odgersii subsp. occidentalis,,Critically Endangered,CR
Grammosolen odgersii subsp. odgersii,,Priority 2: Poorly-known species,P2
Gratiola pedunculata,,Priority 2: Poorly-known species,P2
Grevillea acropogon,,Endangered,EN
Grevillea adenotricha,,"Priority 4: Rare, Near Threatened",P4
Grevillea althoferorum subsp. althoferorum,,Critically Endangered,CR
Grevillea althoferorum subsp. fragilis,,Critically Endangered,CR
Grevillea amplexans subsp. adpressa,,Priority 1: Poorly-known species,P1
Grevillea amplexans subsp. semivestita,,Priority 2: Poorly-known species,P2
Grevillea aneura,,"Priority 4: Rare, Near Threatened",P4
Grevillea asparagoides,,Priority 3: Poorly-known species,P3
Grevillea aspera,,Priority 1: Poorly-known species,P1
Grevillea asteriscosa,,"Priority 4: Rare, Near Threatened",P4
Grevillea batrachioides,,Critically Endangered,CR
Grevillea baxteri,,"Priority 4: Rare, Near Threatened",P4
Grevillea biformis subsp. cymbiformis,,Priority 3: Poorly-known species,P3
Grevillea bipinnatifida subsp. pagna,,Priority 1: Poorly-known species,P1
Grevillea brachystylis subsp. Yelverton (A. Webb AW09122),,Priority 2: Poorly-known species,P2
Grevillea brachystylis subsp. australis,,Endangered,EN
Grevillea brachystylis subsp. brachystylis,,Priority 3: Poorly-known species,P3
Grevillea brachystylis subsp. grandis,,Critically Endangered,CR
Grevillea bracteosa subsp. bracteosa,,Endangered,EN
Grevillea bracteosa subsp. howatharra,,Critically Endangered,CR
Grevillea bronweniae,,Priority 3: Poorly-known species,P3
Grevillea calcicola,,Priority 3: Poorly-known species,P3
Grevillea calliantha,,Critically Endangered,CR
Grevillea candicans,,Priority 3: Poorly-known species,P3
Grevillea candolleana,,Priority 2: Poorly-known species,P2
Grevillea christineae,,Endangered,EN
Grevillea coccinea subsp. lanata,,Priority 3: Poorly-known species,P3
Grevillea corrugata,,Vulnerable,VU
Grevillea costata,,Priority 3: Poorly-known species,P3
Grevillea cravenii,,Priority 2: Poorly-known species,P2
Grevillea crowleyae,,Priority 2: Poorly-known species,P2
Grevillea curviloba subsp. curviloba,,Critically Endangered,CR
Grevillea curviloba subsp. incurva,,Endangered,EN
Grevillea delta,,Priority 2: Poorly-known species,P2
Grevillea dissectifolia,,Priority 3: Poorly-known species,P3
Grevillea donaldiana,,Priority 2: Poorly-known species,P2
Grevillea drummondii,,"Priority 4: Rare, Near Threatened",P4
Grevillea dryandroides subsp. dryandroides,,Critically Endangered,CR
Grevillea dryandroides subsp. hirsuta,,Vulnerable,VU
Grevillea elongata,,Endangered,EN
Grevillea endlicheriana subsp. Wongan Hills (G.J. Keighery 15351),,Priority 2: Poorly-known species,P2
Grevillea erectiloba,,"Priority 4: Rare, Near Threatened",P4
Grevillea erinacea,,Priority 3: Poorly-known species,P3
Grevillea evanescens,,Priority 1: Poorly-known species,P1
Grevillea fastigiata,,"Priority 4: Rare, Near Threatened",P4
Grevillea fililoba,,Priority 1: Poorly-known species,P1
Grevillea flexuosa,,Vulnerable,VU
Grevillea florida,,Priority 3: Poorly-known species,P3
Grevillea fulgens,,Priority 3: Poorly-known species,P3
Grevillea fuscolutea,,Vulnerable,VU
Grevillea georgeana,,Priority 3: Poorly-known species,P3
Grevillea globosa,,Priority 3: Poorly-known species,P3
Grevillea granulosa,,Priority 3: Poorly-known species,P3
Grevillea haplantha subsp. recedens,,Priority 3: Poorly-known species,P3
Grevillea hirtella,,Priority 3: Poorly-known species,P3
Grevillea hislopii,,Priority 2: Poorly-known species,P2
Grevillea humifusa,,Critically Endangered,CR
Grevillea hystrix,,Priority 1: Poorly-known species,P1
Grevillea inconspicua,,"Priority 4: Rare, Near Threatened",P4
Grevillea infundibularis,,Vulnerable,VU
Grevillea insignis subsp. elliotii,,Priority 3: Poorly-known species,P3
Grevillea involucrata,,Endangered,EN
Grevillea kenneallyi,,Priority 2: Poorly-known species,P2
Grevillea kirkalocka,,Priority 1: Poorly-known species,P1
Grevillea latifolia,,Priority 2: Poorly-known species,P2
Grevillea leptopoda,,Priority 3: Poorly-known species,P3
Grevillea leucoclada,,Priority 3: Poorly-known species,P3
Grevillea lissopleura,,Priority 1: Poorly-known species,P1
Grevillea lullfitzii,,Priority 1: Poorly-known species,P1
Grevillea maccutcheonii,,Critically Endangered,CR
Grevillea maherae,,Priority 1: Poorly-known species,P1
Grevillea makinsonii,,Priority 3: Poorly-known species,P3
Grevillea manglesioides subsp. ferricola,,Priority 3: Poorly-known species,P3
Grevillea marriottii,,Priority 1: Poorly-known species,P1
Grevillea maxwellii,,Critically Endangered,CR
Grevillea merceri,,Priority 2: Poorly-known species,P2
Grevillea metamorpha,,Priority 1: Poorly-known species,P1
Grevillea microstyla,,Priority 2: Poorly-known species,P2
Grevillea miniata,,"Priority 4: Rare, Near Threatened",P4
Grevillea minutiflora,,Priority 1: Poorly-known species,P1
Grevillea murex,,Endangered,EN
Grevillea nana subsp. abbreviata,,Priority 2: Poorly-known species,P2
Grevillea neodissecta,,"Priority 4: Rare, Near Threatened",P4
Grevillea newbeyi,,Priority 3: Poorly-known species,P3
Grevillea nivea,,Priority 2: Poorly-known species,P2
Grevillea obliquistigma subsp. cullenii,,Priority 3: Poorly-known species,P3
Grevillea olivacea,,"Priority 4: Rare, Near Threatened",P4
Grevillea ornithopoda,,Priority 2: Poorly-known species,P2
Grevillea papillosa,,Priority 3: Poorly-known species,P3
Grevillea petrophiloides subsp. remota,,Priority 3: Poorly-known species,P3
Grevillea phanerophlebia,,Critically Endangered,CR
Grevillea phillipsiana,,Priority 1: Poorly-known species,P1
Grevillea pieroniae,,Priority 2: Poorly-known species,P2
Grevillea pilosa subsp. redacta,,Priority 3: Poorly-known species,P3
Grevillea pimeleoides,,"Priority 4: Rare, Near Threatened",P4
Grevillea pinifolia,,Priority 1: Poorly-known species,P1
Grevillea prominens,,Priority 3: Poorly-known species,P3
Grevillea prostrata,,"Priority 4: Rare, Near Threatened",P4
Grevillea psilantha,,Priority 2: Poorly-known species,P2
Grevillea punctata,,Priority 3: Poorly-known species,P3
Grevillea pythara,,Critically Endangered,CR
Grevillea rara,,Endangered,EN
Grevillea ripicola,,"Priority 4: Rare, Near Threatened",P4
Grevillea rogersoniana,,Priority 3: Poorly-known species,P3
Grevillea rosieri,,Priority 2: Poorly-known species,P2
Grevillea roycei,,Priority 3: Poorly-known species,P3
Grevillea rudis,,"Priority 4: Rare, Near Threatened",P4
Grevillea saccata,,"Priority 4: Rare, Near Threatened",P4
Grevillea saxicola,,Priority 3: Poorly-known species,P3
Grevillea scabrida,,Priority 3: Poorly-known species,P3
Grevillea scapigera,,Critically Endangered,CR
Grevillea secunda,,"Priority 4: Rare, Near Threatened",P4
Grevillea sp. Cooljarloo (B.J. Keighery 28 B),,Priority 1: Poorly-known species,P1
Grevillea sp. Duranillin (E.F. Shedley 180) PN,,Priority 2: Poorly-known species,P2
Grevillea sp. Gillingarra (R.J. Cranfield 4087),,Critically Endangered,CR
Grevillea sp. Harrismith (G.J. Keighery & N. Gibson 7094),,Priority 1: Poorly-known species,P1
Grevillea sp. Nyabing (A. Coates & J. Ward AC 6030) PN,,Priority 1: Poorly-known species,P1
Grevillea sp. Ocean Reef (D. Pike Joon 4),,Priority 1: Poorly-known species,P1
Grevillea sp. Toodyay West (F. Hort et al. 3296),,Priority 2: Poorly-known species,P2
Grevillea sp. Trayning (W. Johnston WJ 071),,Priority 1: Poorly-known species,P1
Grevillea sp. Victoria Desert (R. Davis et al. RD 11611),,Priority 1: Poorly-known species,P1
Grevillea sp. Yerilgee Hills (T. Laslett TL 025),,Priority 1: Poorly-known species,P1
Grevillea speckiana,,Priority 1: Poorly-known species,P1
Grevillea squiresiae,,Priority 1: Poorly-known species,P1
Grevillea stenogyne,,Priority 1: Poorly-known species,P1
Grevillea stenomera,,Priority 2: Poorly-known species,P2
Grevillea subterlineata,,Priority 3: Poorly-known species,P3
Grevillea subtiliflora,,Priority 3: Poorly-known species,P3
Grevillea sulcata,,Priority 1: Poorly-known species,P1
Grevillea synapheae subsp. A Flora of Australia (S.D. Hopper 6333),,Priority 1: Poorly-known species,P1
Grevillea synapheae subsp. latiloba,,Priority 1: Poorly-known species,P1
Grevillea synapheae subsp. minyulo,,Priority 1: Poorly-known species,P1
Grevillea tenuiloba,,Priority 3: Poorly-known species,P3
