"Supplied Name","guid","scientificName","family","kingdom","scientificNameAuthorship","kingdom","class","family","status","statusDescription","significant","endemicity","taxonID","vernacular name","countryStatus","countryStatusDescription"
"Caleana","https://id.biodiversity.org.au/node/apni/2894335","Caleana","Orchidaceae",,,"Plantae","Equisetopsida","Orchidaceae","C","Least concern wildlife","N","XU","18742",,,
"Corybas fimbriatus","https://id.biodiversity.org.au/name/apni/81704","Corybas fimbriatus","Orchidaceae",,"(R.Br.) Rchb.f.","Plantae","Equisetopsida","Orchidaceae","C","Least concern wildlife","N","Australian endemic","13326","fringed helmet orchid",,
"Pterostylis curta","https://id.biodiversity.org.au/name/apni/74419","Pterostylis curta","Orchidaceae",,"R.Br.","Plantae","Equisetopsida","Orchidaceae","C","Least concern wildlife","N","Australian endemic","12701","blunt greenhood",,
"Macrozamia douglasii","https://id.biodiversity.org.au/node/apni/2912247","Macrozamia douglasii","Zamiaceae",,"W.Hill ex F.M.Bailey","Plantae","Equisetopsida","Zamiaceae","C","Least concern wildlife","N","Queensland endemic","8435",,,
"Lindsaea terrae-reginae","https://id.biodiversity.org.au/node/apni/2889804","Lindsaea terraereginae","Lindsaeaceae",,"K.U.Kramer","Plantae","Equisetopsida","Lindsaeaceae","V","Vulnerable wildlife","Y","Queensland endemic","12058",,,
"Spathoglottis paulinae","https://id.biodiversity.org.au/name/apni/69358","Spathoglottis paulinae","Orchidaceae",,"F.Muell.","Plantae","Equisetopsida","Orchidaceae","NT","Near threatened wildlife","Y","Naturally occurs in Queensland and overseas","12668",,,
"Phlegmariurus phlegmarioides","https://id.biodiversity.org.au/name/apni/242310","Phlegmariurus phlegmarioides","Lycopodiaceae",,"(Gaudich.) A.R.Field & Bostock","Plantae","Equisetopsida","Lycopodiaceae","V","Vulnerable wildlife","Y","Naturally occurs in Australia and overseas","34782",,,
"Cryptostylis subulata","https://id.biodiversity.org.au/name/apni/89052","Cryptostylis subulata","Orchidaceae",,"(Labill.) Rchb.f.","Plantae","Equisetopsida","Orchidaceae","C","Least concern wildlife","N","Australian endemic","13278","large tounge orchid",,
"Caladenia filamentosa var. filamentosa","https://id.biodiversity.org.au/name/apni/91366","Caladenia filamentosa var. filamentosa","Orchidaceae",,"R.Br.","Plantae","Equisetopsida","Orchidaceae","C","Least concern wildlife","N","Australian endemic","13445","daddy long legs",,
"Saccolabiopsis","https://id.biodiversity.org.au/node/apni/2918932","Saccolabiopsis","Orchidaceae",,,"Plantae","Equisetopsida","Orchidaceae","C","Least concern wildlife","N","Native to Queensland - endemicity not defined","21434",,,
"Petalura litorea","urn:lsid:biodiversity.org.au:afd.taxon:84e4a238-2495-4abb-93c1-bd15d4e555d1","Petalura litorea","Petaluridae",,"Theishinger, 1999","Animalia","Insecta","Petaluridae",,,"N","Australian endemic","32098","coastal petaltail",,
"Bulbophyllum","https://id.biodiversity.org.au/node/apni/2916062","Bulbophyllum","Orchidaceae",,,"Plantae","Equisetopsida","Orchidaceae",,,"N","Native to Queensland - endemicity not defined","13491",,,
"Dendrobium atroviolaceum",,,,,"Rolfe","Plantae","Equisetopsida","Orchidaceae",,,"N","XU","31164",,,
"Dryopteris wattsii","https://id.biodiversity.org.au/node/apni/9032446","Dryopteris wattsii","Dryopteridaceae",,"M.McKeown, Sundue & Barrington","Plantae","Equisetopsida","Dryopteridaceae","V","Vulnerable wildlife","Y","Queensland endemic","34742",,,
"Dockrillia x foederata","https://id.biodiversity.org.au/name/apni/181528","Dockrillia x foederata","Orchidaceae",,"(St.Cloud) Rauschert","Plantae","Equisetopsida","Orchidaceae","C","Least concern wildlife","N","Queensland endemic","5763",,,
"Corybas montanus","https://id.biodiversity.org.au/node/apni/2893290","Corybas montanus","Orchidaceae",,"D.L.Jones","Plantae","Equisetopsida","Orchidaceae","V","Vulnerable wildlife","Y","Queensland endemic","9264","small helmet orchid","V","Vulnerable"
"Dockrillia x grimesii","https://id.biodiversity.org.au/name/apni/181529","Dockrillia x grimesii","Orchidaceae",,"(C.T.White & Summerh.) Rauschert","Plantae","Equisetopsida","Orchidaceae","C","Least concern wildlife","N","Queensland endemic","5764",,,
"Dendrobium discolor x Dendrobium nindii","ALA_Dendrobium_discolor_x_Dendrobium_nindii","Dendrobium discolor x Dendrobium nindii",,,,"Plantae","Equisetopsida","Orchidaceae","C","Least concern wildlife","N","Queensland endemic","40865",,,
"Diuris alba","https://id.biodiversity.org.au/name/apni/78724","Diuris alba","Orchidaceae",,"R.Br.","Plantae","Equisetopsida","Orchidaceae","C","Least concern wildlife","N","Australian endemic","9062",,,
"Nervilia uniflora","https://id.biodiversity.org.au/name/apni/83227","Nervilia uniflora","Orchidaceae",,"(F.Muell.) Schltr.","Plantae","Equisetopsida","Orchidaceae","C","Least concern wildlife","N","Queensland endemic","12785",,,
"Antrophyum subfalcatum","https://id.biodiversity.org.au/node/apni/2907068","Antrophyum subfalcatum","Pteridaceae",,"Brack.","Plantae","Equisetopsida","Pteridaceae","V","Vulnerable wildlife","Y","Naturally occurs in Queensland and overseas","11744",,,
"Corymborkis veratrifolia","https://id.biodiversity.org.au/name/apni/81851","Corymborkis veratrifolia","Orchidaceae",,"Thouars ex Blume","Plantae","Equisetopsida","Orchidaceae","C","Least concern wildlife","N","Naturally occurs in Queensland and overseas","17607","cinnamon orchid",,
"Litoria subglandulosa","urn:lsid:biodiversity.org.au:afd.taxon:1665fe2a-1f73-4563-92d8-c21a4c1ed80b","Litoria subglandulosa","Hylidae",,"Tyler & Anstis, 1975","Animalia","Amphibia","Hylidae","V","Vulnerable wildlife","Y","Australian endemic","587","New England treefrog",,
"Phaius bernaysii","https://id.biodiversity.org.au/node/apni/2918618","Phaius bernaysii","Orchidaceae",,"Rowland ex Rchb.f.","Plantae","Equisetopsida","Orchidaceae","E","Endangered wildlife","Y","Queensland endemic","12723","yellow swamp orchid","E","Endangered"
"Cycas desolata","https://id.biodiversity.org.au/node/apni/2904097","Cycas desolata","Cycadaceae",,"P.I.Forst.","Plantae","Equisetopsida","Cycadaceae","V","Vulnerable wildlife","Y","Queensland endemic","6326",,,
"Amytornis rowleyi","ALA_Amytornis_rowleyi","Amytornis rowleyi","Maluridae",,"(Gould, 1840)","Animalia","Aves","Maluridae","NT","Near threatened wildlife","Y","Australian endemic","1568","rusty grasswren",,
"Cophixalus monticola","urn:lsid:biodiversity.org.au:afd.taxon:cfedc2d5-7752-4326-8c5c-ed9463576257","Cophixalus monticola","Microhylidae",,"Richards, Dennis, Trenerry & Werren, 1994","Animalia","Amphibia","Microhylidae","CR","Critically endangered wildlife","Y","Queensland endemic","710","mountain nurseryfrog","CE","Critically endangered"
"Aponogeton bullosus","https://id.biodiversity.org.au/node/apni/2890583","Aponogeton bullosus","Aponogetonaceae",,"H.Bruggen","Plantae","Equisetopsida","Aponogetonaceae","E","Endangered wildlife","Y","Australian endemic","11218",,"E","Endangered"
"Caladenia alata","https://id.biodiversity.org.au/name/apni/90556","Caladenia alata","Orchidaceae",,"R.Br.","Plantae","Equisetopsida","Orchidaceae","C","Least concern wildlife","N","Australian endemic","13494","fairy orchid",,
"Cycas media - Cycas platyphylla","ALA_Cycas_media_Cycas_platyphylla","Cycas media - Cycas platyphylla",,,,"Plantae","Equisetopsida","Cycadaceae","C","Least concern wildlife","N","Queensland endemic","8337",,,
"Calanthe","https://id.biodiversity.org.au/node/apni/2915861","Calanthe","Orchidaceae",,,"Plantae","Equisetopsida","Orchidaceae",,,"N","XU","20335",,,
"Thelychiton","https://id.biodiversity.org.au/name/apni/96572","Thelychiton","Orchidaceae",,,"Plantae","Equisetopsida","Orchidaceae",,,"N","Native to Queensland - endemicity not defined","41410",,,
"Pterostylis hamata","https://id.biodiversity.org.au/name/apni/74775","Pterostylis hamata","Orchidaceae",,"Blackmore & Clemesha","Plantae","Equisetopsida","Orchidaceae","C","Least concern wildlife","N","Australian endemic","7911",,,
"Taeniophyllum","https://id.biodiversity.org.au/taxon/apni/51291021","Taeniophyllum","Orchidaceae",,,"Plantae","Equisetopsida","Orchidaceae",,,"N","Native to Queensland - endemicity not defined","12671",,,
"Habenaria macraithii","https://id.biodiversity.org.au/node/apni/2908451","Habenaria maccraithii","Orchidaceae",,"Lavarack","Plantae","Equisetopsida","Orchidaceae","E","Endangered wildlife","Y","Queensland endemic","9580",,"E","Endangered"
"Thelymitra purpurata","https://id.biodiversity.org.au/name/apni/54784","Thelymitra purpurata","Orchidaceae",,"Rupp","Plantae","Equisetopsida","Orchidaceae","C","Least concern wildlife","N","Australian endemic","7916","wallum sun orchid",,
"Lepidozamia","https://id.biodiversity.org.au/node/apni/2886286","Lepidozamia","Zamiaceae",,,"Plantae","Equisetopsida","Zamiaceae","C","Least concern wildlife","N","Native to Queensland - endemicity not defined","20973",,,
"Nepenthes rowanae","https://id.biodiversity.org.au/node/apni/2914235","Nepenthes rowaniae","Nepenthaceae",,,"Plantae","Equisetopsida","Nepenthaceae","C","Least concern wildlife","N","Queensland endemic","40144",,,
"Dipodium",,,,,,"Plantae","Equisetopsida","Orchidaceae",,,"N","Native to Queensland - endemicity not defined","12792",,,
"Corunastylis conferta","https://id.biodiversity.org.au/name/apni/178825","Corunastylis conferta","Orchidaceae",,"(D.L.Jones) D.L.Jones & M.A.Clem.","Plantae","Equisetopsida","Orchidaceae","C","Least concern wildlife","N","Queensland endemic","27534",,,
"Cadetia maideniana","https://id.biodiversity.org.au/name/apni/89513","Cadetia maideniana","Orchidaceae",,"(Schltr.) Schltr.","Plantae","Equisetopsida","Orchidaceae","C","Least concern wildlife","N","Queensland endemic","13492",,,
"Bulbophyllum toressae","https://id.biodiversity.org.au/name/apni/236333","Bulbophyllum toressae","Orchidaceae",,,"Plantae","Equisetopsida","Orchidaceae","C","Least concern wildlife","N","Queensland endemic","39981",,,
"Arthrochilus lavarackianus","https://id.biodiversity.org.au/name/apni/204405","Arthrochilus lavarackiana","Orchidaceae",,"(D.L.Jones) Lavarack","Plantae","Equisetopsida","Orchidaceae","C","Least concern wildlife","N","Queensland endemic","31121",,,
"Pterostylis","https://id.biodiversity.org.au/taxon/apni/51316868","Pterostylis","Orchidaceae",,,"Plantae","Equisetopsida","Orchidaceae",,,"N","Native to Queensland - endemicity not defined","12704",,,
"Bulbophyllum wilkianum","https://id.biodiversity.org.au/name/apni/69810","Bulbophyllum wilkianum","Orchidaceae",,"T.E.Hunt","Plantae","Equisetopsida","Orchidaceae","C","Least concern wildlife","N","Queensland endemic","8205",,,
"Microtis unifolia","https://id.biodiversity.org.au/name/apni/74195","Microtis unifolia","Orchidaceae",,"(G.Forst.) Rchb.f.","Plantae","Equisetopsida","Orchidaceae","C","Least concern wildlife","N","Naturally occurs in Australia and overseas","14403","common onion orchid",,
"Tectaria devexa var. devexa","https://id.biodiversity.org.au/node/apni/2919766","Tectaria devexa var. devexa","Tectariaceae",,"(Kunze ex Mett.) Copel.","Plantae","Equisetopsida","Tectariaceae","E","Endangered wildlife","Y","Queensland endemic","12026",,"E","Endangered"
"Caladenia sp. (Kilcoy Creek R.Crane 1286)","https://id.biodiversity.org.au/name/apni/232071","Caladenia sp. Kilcoy Creek (R.Crane 1286)","Orchidaceae",,,"Plantae","Equisetopsida","Orchidaceae","C","Least concern wildlife","N","Queensland endemic","6216",,,
"Bulbophyllum whitei","https://id.biodiversity.org.au/name/apni/69803","Bulbophyllum whitei","Orchidaceae",,"T.E.Hunt & Rupp","Plantae","Equisetopsida","Orchidaceae","C","Least concern wildlife","N","Queensland endemic","34198",,,
"Macrozamia longispina - Macrozamia macleayi","ALA_Macrozamia_longispina_Macrozamia_macleayi","Macrozamia longispina - Macrozamia macleayi",,,,"Plantae","Equisetopsida","Zamiaceae","C","Least concern wildlife","N","Queensland endemic","33772",,,
"Crepidium","https://id.biodiversity.org.au/node/apni/2895561","Crepidium","Orchidaceae",,,"Plantae","Equisetopsida","Orchidaceae",,,"N","Native to Queensland - endemicity not defined","20511",,,
"Dipteris conjugata","https://id.biodiversity.org.au/node/apni/2893747","Dipteris conjugata","Dipteridaceae",,"Reinw.","Plantae","Equisetopsida","Dipteridaceae","NT","Near threatened wildlife","Y","Naturally occurs in Queensland and overseas","12034",,,
"Eria australiensis","https://id.biodiversity.org.au/name/apni/182001","Eria australiensis","Orchidaceae",,,"Plantae","Equisetopsida","Orchidaceae","C","Least concern wildlife","N","Queensland endemic","39923",,,
"Linospadix palmerianus","https://id.biodiversity.org.au/node/apni/6931109","Linospadix palmerianus","Arecaceae",,"(F.M.Bailey) Burret","Plantae","Equisetopsida","Arecaceae","NT","Near threatened wildlife","Y","Queensland endemic","12768",,,
"Spathoglottis papuana var. puberiflora","ALA_Spathoglottis_papuana_var_puberiflora","Spathoglottis papuana var. puberiflora",,,"R.S.Rogers & C.T.White","Plantae","Equisetopsida","Orchidaceae","C","Least concern wildlife",,"XU","38625",,,
"Rhadinocentrus ornatus","urn:lsid:biodiversity.org.au:afd.taxon:9ffb5ffb-e00f-4c9f-831c-b3b3ce90b292","Rhadinocentrus ornatus","Melanotaeniidae",,"(Regan, 1914)","Animalia","Actinopterygii","Melanotaeniidae",,,"N","Australian endemic","27032","ornate rainbowfish",,
"Cophixalus petrophilus","urn:lsid:biodiversity.org.au:afd.taxon:fc5a6301-701d-4e0f-92e6-506423ea38f3","Cophixalus petrophilus","Microhylidae",,"Hoskin, 2013","Animalia","Amphibia","Microhylidae","C","Least concern wildlife","N","Queensland endemic","34968","blotched boulder-frog",,
"Nangura spinosa","urn:lsid:biodiversity.org.au:afd.taxon:f1af2c36-d96b-4118-ab31-4062a54de3e0","Nangura spinosa","Scincidae",,"Covacevich, Couper & James, 1993","Animalia","Reptilia","Scincidae","CR","Critically endangered wildlife","Y","Queensland endemic","125","Nangur skink","CE","Critically endangered"
"Prasophyllum parvicallum","https://id.biodiversity.org.au/name/apni/105857","Prasophyllum parvicallum","Orchidaceae",,,"Plantae","Equisetopsida","Orchidaceae","C","Least concern wildlife","N","Queensland endemic","39916",,,
"Cryptostylis erecta","https://id.biodiversity.org.au/name/apni/88995","Cryptostylis erecta","Orchidaceae",,"R.Br.","Plantae","Equisetopsida","Orchidaceae","C","Least concern wildlife","N","Australian endemic","13277","bonnet orchid",,
"Corunastylis fimbriata","https://id.biodiversity.org.au/name/apni/170815","Corunastylis fimbriata","Orchidaceae",,"(R.Br.) D.L.Jones & M.A.Clem.","Plantae","Equisetopsida","Orchidaceae","C","Least concern wildlife","N","Australian endemic","27537",,,
"Atrichornis rufescens","urn:lsid:biodiversity.org.au:afd.taxon:868bc0ac-c639-405d-87e0-b9e753459d14","Atrichornis (Atrichornis) rufescens","Atrichornithidae",,"(Ramsay, 1867)","Animalia","Aves","Atrichornithidae","V","Vulnerable wildlife","Y","Australian endemic","1632","rufous scrub-bird","E","Endangered"
"Bulbophyllum wanjurum","https://id.biodiversity.org.au/name/apni/69782","Bulbophyllum wanjurum","Orchidaceae",,,"Plantae","Equisetopsida","Orchidaceae","C","Least concern wildlife","N","Queensland endemic","39982",,,
"Diteilis simmondsii","https://id.biodiversity.org.au/name/apni/189045","Diteilis simmondsii","Orchidaceae",,"(F.M.Bailey) M.A.Clem. & D.L.Jones","Plantae","Equisetopsida","Orchidaceae","NT","Near threatened wildlife","Y","Queensland endemic","36434",,,
"Phyllurus championae","urn:lsid:biodiversity.org.au:afd.taxon:55aa4c0c-b112-46e0-a421-7b8ad6b0c68c","Phyllurus championae","Carphodactylidae",,"Schneider, Couper, Hoskin & Covacevich 2000","Animalia","Reptilia","Carphodactylidae","C","Least concern wildlife","N","Queensland endemic","22413","Connors' Range broad-tailed gecko",,
"Flickingeria","https://id.biodiversity.org.au/node/apni/2900434","Flickingeria","Orchidaceae",,,"Plantae","Equisetopsida","Orchidaceae",,,"N","XU","20729",,,
"Drosera","https://id.biodiversity.org.au/taxon/apni/51312746","Drosera","Droseraceae",,,"Plantae","Equisetopsida","Droseraceae",,,"N","Native to Queensland - endemicity not defined","17351",,,
"Dendrobium 'Bunts Bali' x Dendrobium x lavarackianum","ALA_Dendrobium_Bunts_Bali_x_Dendrobium_x_lavarackianum","Dendrobium 'Bunts Bali' x Dendrobium x lavarackianum",,,,"Plantae","Equisetopsida","Orchidaceae","C","Least concern wildlife",,"XU","40864",,,
"Dendrobium teretifolium var. album","https://id.biodiversity.org.au/name/apni/86635","Dendrobium teretifolium var. album","Orchidaceae",,,"Plantae","Equisetopsida","Orchidaceae","C","Least concern wildlife",,"XU","40412",,,
"Liparis bracteata","https://id.biodiversity.org.au/name/apni/65746","Liparis bracteata","Orchidaceae",,"T.E.Hunt","Plantae","Equisetopsida","Orchidaceae","C","Least concern wildlife","N","Queensland endemic","13180",,,
"Thelymitra carnea","https://id.biodiversity.org.au/name/apni/96942","Thelymitra carnea","Orchidaceae",,"R.Br.","Plantae","Equisetopsida","Orchidaceae","C","Least concern wildlife","N","Australian endemic","12677",,,
"Nepenthes rowaniae","https://id.biodiversity.org.au/node/apni/2914235","Nepenthes rowaniae","Nepenthaceae",,"F.M.Bailey","Plantae","Equisetopsida","Nepenthaceae","C","Least concern wildlife","N","Queensland endemic","35625",,,
"Vanilla planifolia","https://id.biodiversity.org.au/name/apni/135684","Vanilla planifolia","Orchidaceae",,"Andrews","Plantae","Equisetopsida","Orchidaceae",,,"N","XU","31261",,,
"Bulbophyllum lamingtonense","https://id.biodiversity.org.au/name/apni/166382","Bulbophyllum lamingtonense","Orchidaceae",,"D.L.Jones","Plantae","Equisetopsida","Orchidaceae","C","Least concern wildlife","N","Queensland endemic","7844",,,
"Calamus aruensis","https://id.biodiversity.org.au/node/apni/2908307","Calamus aruensis","Arecaceae",,"Becc.","Plantae","Equisetopsida","Arecaceae","V","Vulnerable wildlife","Y","Naturally occurs in Queensland and overseas","8610",,,
