"Supplied Name","guid","scientificName","family","kingdom","scientificNameAuthorship","S P R A T_listed_ I D","Infraspecies_ Author","family","genus","specificEpithet","Infraspecific Epithet","Profile","N S L_ Name","vernacular name","N T","A C T","infraspecificRank","_class","N F I","kingdom","C S I","H M I","A A T","Current_ S P R A T_ I D","Current_ Scientific_ Name_in_ S P R A T","status","V I C","N S W","Q L D","W A","C M A","T A S","S A","A C I","C K I","C I","J B T","Date_extracted"
"Sinumelon bednalli","urn:lsid:biodiversity.org.au:afd.taxon:6f691fe6-080c-4e78-889f-092c9b2190e7","Sinumelon bednalli","Camaenidae",,"(Ponsonby, 1904)","79113","-","Camaenidae","Sinumelon","bednalli","-","<a href=""http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=79113"">http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=79113</a>","-","Bednall's Land Snail","Yes","-","-","Gastropoda","-","Animalia","-","-","-","-","-","Endangered","-","-","-","-","-","-","-","-","-","-","-","2019-Jul-04"
"Helicteres macrothrix","https://id.biodiversity.org.au/node/apni/2900948","Helicteres macrothrix","Malvaceae",,"Cowie","86586","-","Malvaceae","Helicteres","macrothrix","-","<a href=""http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=86586"">http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=86586</a>","<a href=""https://id.biodiversity.org.au/name/apni/237287"">https://id.biodiversity.org.au/name/apni/237287</a>","-","Yes","-","-","Magnoliopsida","-","Plantae","-","-","-","-","-","Endangered","-","-","-","-","-","-","-","-","-","-","-","2019-Jul-04"
"Muehlenbeckia tuggeranong","https://id.biodiversity.org.au/node/apni/2896218","Muehlenbeckia tuggeranong","Polygonaceae",,"Mallinson","64934","-","Polygonaceae","Muehlenbeckia","tuggeranong","-","<a href=""http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=64934"">http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=64934</a>","<a href=""https://id.biodiversity.org.au/name/apni/161635"">https://id.biodiversity.org.au/name/apni/161635</a>","Tuggeranong Lignum","-","Yes","-","Magnoliopsida","-","Plantae","-","-","-","-","-","Endangered","-","-","-","-","-","-","-","-","-","-","-","2019-Jul-04"
"Lychnothamnus barbatus","https://id.biodiversity.org.au/name/apni/195128","Lychnothamnus barbatus","Characeae",,"(Meyen) Leonhardi","64479","-","Characeae","Lychnothamnus","barbatus","-","<a href=""http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=64479"">http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=64479</a>","<a href=""https://id.biodiversity.org.au/name/apni/195128"">https://id.biodiversity.org.au/name/apni/195128</a>","a green alga","-","-","-","Streptophyta (no class)","-","Plantae","-","-","-","-","-","Endangered","-","-","Yes","-","-","-","-","-","-","-","-","2019-Jul-04"
"Lichenostomus melanops cassidix","urn:lsid:biodiversity.org.au:afd.taxon:71758253-417d-49f8-beb0-4ff3959c3fa3","Lichenostomus melanops cassidix","Meliphagidae",,"-","26011","(Gould,1867)","Meliphagidae","Lichenostomus","melanops","cassidix","<a href=""http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=26011"">http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=26011</a>","-","Helmeted Honeyeater, Yellow-tufted Honeyeater (Helmeted)","-","-","-","Aves","-","Animalia","-","-","-","-","-","Critically Endangered","Yes","-","-","-","-","-","-","-","-","-","-","2019-Jul-04"
"Phoebetria fusca","urn:lsid:biodiversity.org.au:afd.taxon:24ee7add-91a1-498d-8090-bebe913a7969","Phoebetria fusca","Diomedeidae",,"(Hilsenberg,1822)","1075","-","Diomedeidae","Phoebetria","fusca","-","<a href=""http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=1075"">http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=1075</a>","-","Sooty Albatross","-","-","-","Aves","-","Animalia","-","Yes","Yes","-","-","Vulnerable","Yes","Yes","Yes","Yes","Yes","Yes","Yes","-","-","-","-","2019-Jul-04"
"Decaspermum struckoilicum","https://id.biodiversity.org.au/node/apni/2898542","Decaspermum struckoilicum","Myrtaceae",,"N.Snow  Guymer","78796","-","Myrtaceae","Decaspermum","struckoilicum","-","<a href=""http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=78796"">http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=78796</a>","<a href=""https://id.biodiversity.org.au/name/apni/180770"">https://id.biodiversity.org.au/name/apni/180770</a>","-","-","-","-","Magnoliopsida","-","Plantae","-","-","-","-","-","Endangered","-","-","Yes","-","-","-","-","-","-","-","-","2019-Jul-04"
"Diomedea antipodensis","urn:lsid:biodiversity.org.au:afd.taxon:59caa482-04fe-4d0f-a025-c3016f5ef1da","Diomedea antipodensis","Diomedeidae",,"Robertson  Warham, 1992","64458","-","Diomedeidae","Diomedea","antipodensis","-","<a href=""http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=64458"">http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=64458</a>","-","Antipodean Albatross","-","-","-","Aves","Yes","Animalia","-","-","-","-","-","Vulnerable","Yes","Yes","Yes","Yes","Yes","Yes","Yes","-","-","-","Yes","2019-Jul-04"
"Bidyanus bidyanus","urn:lsid:biodiversity.org.au:afd.taxon:05866f31-1adb-4709-91f4-41dbff54459f","Bidyanus bidyanus","Terapontidae",,"Mitchell, 1838","76155","-","Terapontidae","Bidyanus","bidyanus","-","<a href=""http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=76155"">http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=76155</a>","-","Silver Perch, Bidyan","-","Yes","-","Actinopterygii","-","Animalia","-","-","-","-","-","Critically Endangered","Yes","Yes","Yes","-","-","-","Yes","-","-","-","-","2019-Jul-04"
"Bertya calycina","https://id.biodiversity.org.au/node/apni/2911346","Bertya calycina","Euphorbiaceae",,"Halford  R.J.F.Hend.","78344","-","Euphorbiaceae","Bertya","calycina","-","<a href=""http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=78344"">http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=78344</a>","<a href=""https://id.biodiversity.org.au/name/apni/182210"">https://id.biodiversity.org.au/name/apni/182210</a>","a shrub","-","-","-","Magnoliopsida","-","Plantae","-","-","-","-","-","Vulnerable","-","-","Yes","-","-","-","-","-","-","-","-","2019-Jul-04"
"Reedia spathacea","https://id.biodiversity.org.au/node/apni/2913774","Reedia spathacea","Cyperaceae",,"F.Muell.","2995","-","Cyperaceae","Reedia","spathacea","-","<a href=""http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=2995"">http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=2995</a>","<a href=""https://id.biodiversity.org.au/name/apni/95715"">https://id.biodiversity.org.au/name/apni/95715</a>","Reedia","-","-","-","Liliopsida","-","Plantae","-","-","-","-","-","Critically Endangered","-","-","-","Yes","-","-","-","-","-","-","-","2019-Jul-04"
"Antechinus arktos","urn:lsid:biodiversity.org.au:afd.taxon:384b33e8-52f9-4d41-ab52-56d52d442709","Antechinus arktos","Dasyuridae",,"Baker, Mutton, Hines  Van Dyck, 2014","88217","-","Dasyuridae","Antechinus","arktos","-","<a href=""http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=88217"">http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=88217</a>","-","Black-tailed Antechinus","-","-","-","Mammalia","-","Animalia","-","-","-","-","-","Endangered","-","Yes","Yes","-","-","-","-","-","-","-","-","2019-Jul-04"
"Bulbophyllum gracillimum","https://id.biodiversity.org.au/node/apni/2917834","Bulbophyllum gracillimum","Orchidaceae",,"(Rolfe) Rolfe","10002","-","Orchidaceae","Bulbophyllum","gracillimum","-","<a href=""http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=10002"">http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=10002</a>","<a href=""https://id.biodiversity.org.au/name/apni/69540"">https://id.biodiversity.org.au/name/apni/69540</a>","Wispy Umbrella Orchid","-","-","-","Liliopsida","-","Plantae","-","-","-","-","-","Vulnerable","-","-","Yes","-","-","-","-","-","-","-","-","2019-Jul-04"
"Caladenia anthracina","https://id.biodiversity.org.au/node/apni/2907191","Caladenia anthracina","Orchidaceae",,"D.L. Jones","64855","-","Orchidaceae","Caladenia","anthracina","-","<a href=""http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=64855"">http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=64855</a>","<a href=""https://id.biodiversity.org.au/name/apni/138978"">https://id.biodiversity.org.au/name/apni/138978</a>","Black-tipped Spider-orchid","-","-","-","Liliopsida","-","Plantae","-","-","-","-","-","Critically Endangered","-","-","-","-","-","Yes","-","-","-","-","-","2019-Jul-04"
"Rhinonicteris aurantia (Pilbara form)","ALA_Rhinonicteris_aurantia_Pilbara_form","Rhinonicteris aurantia (Pilbara form)","Rhinonycteridae",,"(J.E. Gray, 1845)","82790","-","Rhinonycteridae","Rhinonicteris","aurantia (Pilbara form)","-","<a href=""http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=82790"">http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=82790</a>","-","Pilbara Leaf-nosed Bat","-","-","-","Mammalia","-","Animalia","-","-","-","-","-","Vulnerable","-","-","-","Yes","-","-","-","-","-","-","-","2019-Jul-04"
"Nannoperca obscura","urn:lsid:biodiversity.org.au:afd.taxon:acde8a8a-3154-4d39-baa1-54add67988a9","Nannoperca obscura","Percichthyidae",,"(Klunzinger 1872)","26177","-","Percichthyidae","Nannoperca","obscura","-","<a href=""http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=26177"">http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=26177</a>","-","Yarra Pygmy Perch","-","-","-","Actinopterygii","-","Animalia","-","-","-","-","-","Vulnerable","Yes","-","-","-","-","-","Yes","-","-","-","-","2019-Jul-04"
"Acacia pharangites","https://id.biodiversity.org.au/node/apni/2918682","Acacia pharangites","Fabaceae",,"Maslin","20281","-","Fabaceae","Acacia","pharangites","-","<a href=""http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=20281"">http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=20281</a>","<a href=""https://id.biodiversity.org.au/name/apni/68523"">https://id.biodiversity.org.au/name/apni/68523</a>","Wongan Gully Wattle","-","-","-","Magnoliopsida","-","Plantae","-","-","-","-","-","Endangered","-","-","-","Yes","-","-","-","-","-","-","-","2019-Jul-04"
"Caladenia insularis","https://id.biodiversity.org.au/node/apni/2913613","Caladenia insularis","Orchidaceae",,"G.W.Carr","24372","-","Orchidaceae","Caladenia","insularis","-","<a href=""http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=24372"">http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=24372</a>","<a href=""https://id.biodiversity.org.au/name/apni/119065"">https://id.biodiversity.org.au/name/apni/119065</a>","French Island Spider-orchid","-","-","-","Liliopsida","-","Plantae","-","-","-","-","-","Vulnerable","Yes","-","-","-","-","-","-","-","-","-","-","2019-Jul-04"
"Sclerolaena napiformis","https://id.biodiversity.org.au/node/apni/2900454","Sclerolaena napiformis","Chenopodiaceae",,"Paul G.Wilson","11742","-","Chenopodiaceae","Sclerolaena","napiformis","-","<a href=""http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=11742"">http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=11742</a>","<a href=""https://id.biodiversity.org.au/name/apni/66143"">https://id.biodiversity.org.au/name/apni/66143</a>","Turnip Copperburr","-","-","-","Magnoliopsida","-","Plantae","-","-","-","-","-","Endangered","Yes","Yes","-","-","-","-","-","-","-","-","-","2019-Jul-04"
"Tephrosia leveillei","https://id.biodiversity.org.au/node/apni/2914380","Tephrosia leveillei","Fabaceae",,"Domin","16946","-","Fabaceae","Tephrosia","leveillei","-","<a href=""http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=16946"">http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=16946</a>","<a href=""https://id.biodiversity.org.au/name/apni/72216"">https://id.biodiversity.org.au/name/apni/72216</a>","-","-","-","-","Magnoliopsida","-","Plantae","-","-","-","-","-","Vulnerable","-","-","Yes","-","-","-","-","-","-","-","-","2019-Jul-04"
"Eucalyptus rubida subsp. barbigerorum","https://id.biodiversity.org.au/node/apni/2892962","Eucalyptus rubida subsp. barbigerorum","Myrtaceae",,"L.A.S.Johnson  K.D.Hill","64618","-","Myrtaceae","Eucalyptus","rubida","barbigerorum","<a href=""http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=64618"">http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=64618</a>","<a href=""https://id.biodiversity.org.au/name/apni/118671"">https://id.biodiversity.org.au/name/apni/118671</a>","Blackbutt Candlebark","-","-","subsp.","Magnoliopsida","-","Plantae","-","-","-","-","-","Vulnerable","-","Yes","-","-","-","-","-","-","-","-","-","2019-Jul-04"
"Rostratula australis","urn:lsid:biodiversity.org.au:afd.taxon:008f9f9d-9a91-4c34-9a2b-fd82c5a43e13","Rostratula australis","Rostratulidae",,"(Gould, 1838)","77037","-","Rostratulidae","Rostratula","australis","-","<a href=""http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=77037"">http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=77037</a>","-","Australian Painted-snipe, Australian Painted Snipe","Yes","Yes","-","Aves","-","Animalia","-","-","-","-","-","Endangered","Yes","Yes","Yes","Yes","-","-","Yes","-","-","-","Yes","2019-Jul-04"
"Leucopogon sp. Coolmunda (D.Halford Q1635)","https://id.biodiversity.org.au/node/apni/2920861","Leucopogon sp. Coolmunda (D.Halford Q1635)","Ericaceae",,"-","64928","-","Epacridaceae","Leucopogon","sp. Coolmunda (D.Halford Q1635)","-","<a href=""http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=64928"">http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=64928</a>","<a href=""https://id.biodiversity.org.au/name/apni/179714"">https://id.biodiversity.org.au/name/apni/179714</a>","-","-","-","-","Magnoliopsida","-","Plantae","-","-","-","-","-","Endangered","-","-","Yes","-","-","-","-","-","-","-","-","2019-Jul-04"
"Swainsona murrayana","https://id.biodiversity.org.au/node/apni/2888731","Swainsona murrayana","Fabaceae",,"Wawra","6765","-","Fabaceae","Swainsona","murrayana","-","<a href=""http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=6765"">http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=6765</a>","<a href=""https://id.biodiversity.org.au/name/apni/94679"">https://id.biodiversity.org.au/name/apni/94679</a>","Slender Darling-pea, Slender Swainson, Murray Swainson-pea","-","-","-","Magnoliopsida","-","Plantae","-","-","-","-","-","Vulnerable","Yes","Yes","Yes","-","-","-","Yes","-","-","-","-","2019-Jul-04"
"Grevillea guthrieana","https://id.biodiversity.org.au/node/apni/2919067","Grevillea guthrieana","Proteaceae",,"Olde  Marriott","64521","-","Proteaceae","Grevillea","guthrieana","-","<a href=""http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=64521"">http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=64521</a>","<a href=""https://id.biodiversity.org.au/name/apni/154595"">https://id.biodiversity.org.au/name/apni/154595</a>","-","-","-","-","Magnoliopsida","-","Plantae","-","-","-","-","-","Endangered","-","Yes","-","-","-","-","-","-","-","-","-","2019-Jul-04"
"Pezoporus flaviventris","urn:lsid:biodiversity.org.au:afd.taxon:7f6d82a5-f5e3-49c5-8d30-3d643fbaff87","Pezoporus flaviventris","Psittacidae",,"(North, 1911)","84650","-","Psittacidae","Pezoporus","flaviventris","-","<a href=""http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=84650"">http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=84650</a>","-","Western Ground Parrot, Kyloring","-","-","-","Aves","-","Animalia","-","-","-","-","-","Critically Endangered","-","-","-","Yes","-","-","-","-","-","-","-","2019-Jul-04"
"Casuarius casuarius johnsonii","urn:lsid:biodiversity.org.au:afd.taxon:c11b25b7-a092-4b00-b758-884c4002a5e7","Casuarius casuarius johnsonii","Casuariidae",,"-","25986","F. Mueller, 1866","Casuariidae","Casuarius","casuarius","johnsonii","<a href=""http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=25986"">http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=25986</a>","-","Southern Cassowary, Australian Cassowary, Double-wattled Cassowary","-","-","-","Aves","-","Animalia","-","-","-","-","-","Endangered","-","-","Yes","-","-","-","-","-","-","-","-","2019-Jul-04"
"Darwinia whicherensis","https://id.biodiversity.org.au/node/apni/2886683","Darwinia whicherensis","Myrtaceae",,"Keighery","83193","-","Myrtaceae","Darwinia","whicherensis","-","<a href=""http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=83193"">http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=83193</a>","<a href=""https://id.biodiversity.org.au/name/apni/222246"">https://id.biodiversity.org.au/name/apni/222246</a>","Abba Bell","-","-","-","Magnoliopsida","-","Plantae","-","-","-","-","-","Endangered","-","-","-","Yes","-","-","-","-","-","-","-","2019-Jul-04"
"Egernia rugosa","urn:lsid:biodiversity.org.au:afd.taxon:33916d2f-0d12-4dce-bd45-73ce89a7cdb6","Egernia rugosa","Scincidae",,"De Vis,1888","1420","-","Scincidae","Egernia","rugosa","-","<a href=""http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=1420"">http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=1420</a>","-","Yakka Skink","-","-","-","Reptilia","-","Animalia","-","-","-","-","-","Vulnerable","-","Yes","Yes","-","-","-","-","-","-","-","-","2019-Jul-04"
"Prostanthera clotteniana","https://id.biodiversity.org.au/taxon/apni/51288018","Prostanthera clotteniana","Lamiaceae",,"(F.M.Bailey) A.R.Bean","76165","-","Lamiaceae","Prostanthera","clotteniana","-","<a href=""http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=76165"">http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=76165</a>","<a href=""https://id.biodiversity.org.au/name/apni/178589"">https://id.biodiversity.org.au/name/apni/178589</a>","-","-","-","-","Magnoliopsida","-","Plantae","-","-","-","-","-","Critically Endangered","-","-","Yes","-","-","-","-","-","-","-","-","2019-Jul-04"
"Prasophyllum spicatum","https://id.biodiversity.org.au/node/apni/2914474","Prasophyllum spicatum","Orchidaceae",,"R.J.Bates  D.L.Jones","55146","-","Orchidaceae","Prasophyllum","spicatum","-","<a href=""http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=55146"">http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=55146</a>","<a href=""https://id.biodiversity.org.au/name/apni/117512"">https://id.biodiversity.org.au/name/apni/117512</a>","Dense Leek-orchid","-","-","-","Liliopsida","-","Plantae","-","-","-","-","-","Vulnerable","Yes","-","-","-","-","-","Yes","-","-","-","-","2019-Jul-04"
