"Supplied Name","guid","scientificName","family","kingdom","family","sourceStatus","status","Introduced  Status"
"Guazuma ulmifolia  ","ALA_Guazuma_ulmifolia","Guazuma ulmifolia",,,,,,"(not listed)"
"Hypoestes floribunda  ","https://id.biodiversity.org.au/node/apni/2893526","Hypoestes floribunda","Acanthaceae",,,,"Least Concern","Native to the N.T."
"Arcania heptacantha","urn:lsid:biodiversity.org.au:afd.taxon:55dfb81a-874b-454a-88b3-42f96d5c2039","Arcania heptacantha","Leucosiidae",,,,"(not listed)","(not listed)"
"Platysace saxatilis  ","https://id.biodiversity.org.au/node/apni/2895508","Platysace saxatilis","Apiaceae",,,,"Vulnerable","(not listed)"
"Hypolimnas alimena","urn:lsid:biodiversity.org.au:afd.taxon:53c1b072-7cca-46ba-89ea-12b98d17797e","Hypolimnas alimena","Nymphalidae",,,,"(not listed)","(not listed)"
"Ctenotus pallescens","urn:lsid:biodiversity.org.au:afd.taxon:37d1c4e1-ec77-46e2-b756-2f07c32ba371","Ctenotus pallescens","Scincidae",,,,"Least Concern","Native to the N.T."
"Elaphristis leucochorda","urn:lsid:biodiversity.org.au:afd.taxon:aa299641-441e-45e3-9a8e-1b29fb702b7e","Elaphristis leucochorda","Erebidae",,,,"(not listed)","(not listed)"
"Crotalaria novae-hollandiae subsp. lasiophylla","https://id.biodiversity.org.au/node/apni/2899911","Crotalaria novae-hollandiae subsp. lasiophylla","Fabaceae",,,,"Least Concern","Native to the N.T."
"Digitaria divaricatissima var. divaricatissima","https://id.biodiversity.org.au/node/apni/2920975","Digitaria divaricatissima var. divaricatissima","Poaceae",,,,"Not Evaluated","(not listed)"
"Datura inoxia  ","https://id.biodiversity.org.au/node/apni/2906005","Datura innoxia","Solanaceae",,,,"Least Concern","Introduced"
"Lyctus parallelocollis","urn:lsid:biodiversity.org.au:afd.taxon:ab4ebacb-b1d2-496f-a318-647dac377ac7","Lyctus parallelocollis","Bostrichidae",,,,"(not listed)","(not listed)"
"Najas malesiana  ","https://id.biodiversity.org.au/node/apni/2897187","Najas malesiana","Hydrocharitaceae",,,,"Least Concern","Native to the N.T."
"Conus eburneus","urn:lsid:biodiversity.org.au:afd.taxon:329d3cf0-5a59-44cc-9664-47f1b0b3c0db","Conus (Tesselliconus) eburneus","Conidae",,,,"(not listed)","(not listed)"
"Litsea breviumbellata  ","https://id.biodiversity.org.au/node/apni/2906416","Litsea breviumbellata","Lauraceae",,,,"Least Concern","Native to the N.T."
"Strophurus intermedius","urn:lsid:biodiversity.org.au:afd.taxon:dd014211-ac67-4fb5-83ea-d9ddc13985c5","Strophurus intermedius","Diplodactylidae",,,,"Least Concern","Native to the N.T."
"Cheilopogon abei","urn:lsid:biodiversity.org.au:afd.taxon:6feb1cb7-a2dc-492c-a823-b260daeddaef","Cheilopogon abei","Exocoetidae",,,,"(not listed)","(not listed)"
"Pteria sibogae","urn:lsid:biodiversity.org.au:afd.taxon:84564b3a-ab4b-4800-9e24-12fa2482fbe9","Pteria gregata","Pteriidae",,,,"(not listed)","(not listed)"
"Urodacus armatus","urn:lsid:biodiversity.org.au:afd.taxon:8c7577f6-5421-4626-9154-582b9af5b6b2","Urodacus armatus","Urodacidae",,,,"(not listed)","(not listed)"
"Cenchrus purpureus  ","https://id.biodiversity.org.au/node/apni/2920041","Cenchrus purpureus","Poaceae",,,,"Least Concern","Introduced"
"Hemicloeina wyndham","urn:lsid:biodiversity.org.au:afd.taxon:9faa0704-3cc4-4610-b816-210c33a3d798","Hemicloeina wyndham","Trochanteriidae",,,,"(not listed)","(not listed)"
"Rexea prometheoides","urn:lsid:biodiversity.org.au:afd.taxon:70293175-24b2-4bfe-bcbb-04c0da2fb16d","Rexea prometheoides","Gempylidae",,,,"(not listed)","(not listed)"
"Enochrus elongatulus","urn:lsid:biodiversity.org.au:afd.taxon:cb362c3e-40ae-469a-a5cb-22550d152584","Enochrus (Methydrus) elongatulus","Hydrophilidae",,,,"(not listed)","(not listed)"
"Ctenotus tanamiensis","urn:lsid:biodiversity.org.au:afd.taxon:4e65e67c-9f72-451a-b392-7d72f1aee88f","Ctenotus tanamiensis","Scincidae",,,,"Least Concern","Native to the N.T."
"Macrophthalmus darwinensis","urn:lsid:biodiversity.org.au:afd.taxon:237711fd-795b-4721-895b-f324ea3707d0","Macrophthalmus (Mareotis) darwinensis","Macrophthalmidae",,,,"(not listed)","(not listed)"
"Stegomyia aegypti","urn:lsid:biodiversity.org.au:afd.taxon:58297ffb-ce3d-4371-85aa-eaf975f130c4","Aedes (Stegomyia) aegypti","Culicidae",,,,"(not listed)","(not listed)"
"Blumea psammophila  ","https://id.biodiversity.org.au/taxon/apni/51267634","Blumea psammophila","Asteraceae",,,,"Least Concern","Native to the N.T."
"Fimbristylis microcarya  ","https://id.biodiversity.org.au/node/apni/2888570","Fimbristylis microcarya","Cyperaceae",,,,"Least Concern","Native to the N.T."
"Bulla ampulla","urn:lsid:biodiversity.org.au:afd.taxon:ccea26e3-0cb0-4b0e-bd91-591c845f8aec","Bulla ampulla","Bullidae",,,,"(not listed)","(not listed)"
"Palmadusta lutea","urn:lsid:biodiversity.org.au:afd.taxon:8236537b-b7a4-4aa5-b74f-b784ee3f1a76","Palmadusta lutea","Cypraeidae",,,,"(not listed)","(not listed)"
"Vachellia suberosa  ","https://id.biodiversity.org.au/node/apni/2914525","Vachellia suberosa","Fabaceae",,,,"Data Deficient","Native to the N.T."
"Euploea sylvester pelor","urn:lsid:biodiversity.org.au:afd.taxon:e73866b5-4220-407c-9aed-945c4e3d5875","Euploea sylvester pelor","Nymphalidae",,,,"(not listed)","(not listed)"
"Scolechenchelys macroptera","ALA_Scolechenchelys_macroptera","Scolechenchelys macroptera",,,,,"(not listed)","(not listed)"
"Hemigobius hoevenii","urn:lsid:biodiversity.org.au:afd.taxon:3d9e62f8-64ff-4ef1-b7c7-b69c60c6ba61","Hemigobius hoevenii","Gobiidae",,,,"(not listed)","(not listed)"
"Pterochelus triformis","urn:lsid:biodiversity.org.au:afd.taxon:51723422-8624-4ecd-94c7-ca9ae780a645","Pterochelus triformis","Muricidae",,,,"(not listed)","(not listed)"
"Archimediella fastigiata","urn:lsid:biodiversity.org.au:afd.taxon:6266a253-232a-4dbd-a380-9ccd6e8ccd0c","Archimediella fastigiata","Turritellidae",,,,"(not listed)","(not listed)"
"Plagiozopelma flavipodex","urn:lsid:biodiversity.org.au:afd.taxon:a9b34723-b39d-4d34-9a95-da64a011909f","Plagiozopelma flavipodex","Dolichopodidae",,,,"(not listed)","(not listed)"
"Morum cancellatum","24209014","Morum cancellatum","Harpidae",,,,"(not listed)","(not listed)"
"Iridomyrmex viridigaster","urn:lsid:biodiversity.org.au:afd.taxon:951da353-1f61-46e6-a478-077d21cdece2","Iridomyrmex viridigaster","Formicidae",,,,"(not listed)","(not listed)"
"Leucopogon acuminatus  ","https://id.biodiversity.org.au/node/apni/2905990","Leucopogon acuminatus","Ericaceae",,,,"Least Concern","Endemic to the N.T."
"Dampiera conospermoides  ","https://id.biodiversity.org.au/node/apni/2908130","Dampiera conospermoides","Goodeniaceae",,,,"Least Concern","Native to the N.T."
"Araneus ginninderranus","urn:lsid:biodiversity.org.au:afd.taxon:b7d316d3-1a04-4ea3-915f-2c16eabed21e","Araneus ginninderranus","Araneidae",,,,"(not listed)","(not listed)"
"Omorgus alatus","urn:lsid:biodiversity.org.au:afd.taxon:e0ca2e90-bce0-4846-9900-6bac03b0ee1f","Omorgus (Omorgus) alatus","Trogidae",,,,"(not listed)","(not listed)"
"Cryptodus debilis","urn:lsid:biodiversity.org.au:afd.taxon:6a0145f7-1935-4478-bd0a-3d90d8ee5f61","Cryptodus debilis","Scarabaeidae",,,,"(not listed)","Endemic to the N.T."
"Decaisnina signata  ","https://id.biodiversity.org.au/node/apni/2915311","Decaisnina signata","Loranthaceae",,,,"Least Concern","Native to the N.T."
"Oceanites oceanicus","urn:lsid:biodiversity.org.au:afd.taxon:1a5f885e-085c-43df-ae01-6d70aa348c08","Oceanites oceanicus","Oceanitidae",,,,"Data Deficient","Native to the N.T."
"Arcania septemspinosa","urn:lsid:biodiversity.org.au:afd.taxon:a7d7d1a3-5ab1-4fa0-bcf8-e31c175d4632","Arcania septemspinosa","Leucosiidae",,,,"(not listed)","(not listed)"
"Pristigenys niphonia","urn:lsid:biodiversity.org.au:afd.taxon:91e4ec1d-85de-46cf-9d02-761c1dd1a5a0","Pristigenys niphonia","Priacanthidae",,,,"(not listed)","(not listed)"
"Commelina diffusa  ","https://id.biodiversity.org.au/node/apni/2889635","Commelina diffusa","Commelinaceae",,,,"Least Concern","Native to the N.T."
"Elseya dentata","urn:lsid:biodiversity.org.au:afd.taxon:e0cc9f58-32ef-4d23-bead-6703ef5d386d","Elseya (Elseya) dentata","Chelidae",,,,"Least Concern","(not listed)"
"Pseudoliotia gowllandi","urn:lsid:biodiversity.org.au:afd.taxon:cdc306a6-58f6-4501-bd7f-4e7f38b02f94","Pseudoliotia gowllandi","Vitrinellidae",,,,"(not listed)","(not listed)"
"Ariamnes colubrinus","urn:lsid:biodiversity.org.au:afd.taxon:86939bc6-aa1b-4009-be0c-81f692699c3b","Ariamnes colubrinus","Theridiidae",,,,"(not listed)","(not listed)"
"Nipaecoccus viridis","urn:lsid:biodiversity.org.au:afd.taxon:db1d1d44-6bf7-4289-b796-386aec6849b5","Nipaecoccus viridis","Pseudococcidae",,,,"(not listed)","(not listed)"
"Cynanchum viminale subsp. brunonianum","https://id.biodiversity.org.au/node/apni/6914111","Cynanchum viminale subsp. brunonianum","Apocynaceae",,,,"Least Concern","Native to the N.T."
"Amyema tridactyla  ","https://id.biodiversity.org.au/node/apni/2911842","Amyema tridactyla","Loranthaceae",,,,"Least Concern","Endemic to the N.T."
"Boronia xanthastrum  ","https://id.biodiversity.org.au/node/apni/2892481","Boronia xanthastrum","Rutaceae",,,,"Near Threatened","Endemic to the N.T."
"Basicryptus interruptus","urn:lsid:biodiversity.org.au:afd.taxon:0b41c1a7-55d8-4cea-beb3-56bdaa0ab0dc","Basicryptus interruptus","Pentatomidae",,,,"(not listed)","(not listed)"
"Rhinoclavis articulata","urn:lsid:biodiversity.org.au:afd.taxon:42e3ac46-0ae2-4cc9-aa00-4e93b52cdf11","Rhinoclavis (Rhinoclavis) articulata","Cerithiidae",,,,"(not listed)","(not listed)"
"Pisania ignea","urn:lsid:biodiversity.org.au:afd.taxon:4f1f7dbd-83ff-47fd-bfc3-a2a994b84580","Pisania (Pisania) ignea","Buccinidae",,,,"(not listed)","(not listed)"
"Pisidium centrale","urn:lsid:biodiversity.org.au:afd.taxon:05bc1878-0fc5-46d1-9d7f-89da44763ffe","Pisidium (Euglesa) centrale","Sphaeriidae",,,,"(not listed)","(not listed)"
"Conoderus tepperi","urn:lsid:biodiversity.org.au:afd.taxon:a1458834-1a29-486b-bbe0-f5a0db59532a","Conoderus tepperi","Elateridae",,,,"(not listed)","Endemic to the N.T."
"Cinetodus froggatti","urn:lsid:biodiversity.org.au:afd.taxon:274a81f9-fc84-4625-8673-5fc02e58369f","Cinetodus froggatti","Ariidae",,,,"(not listed)","(not listed)"
"Isotoma sp. Tanumbirini  ","ALA_Isotoma_sp_Tanumbirini","Isotoma sp. Tanumbirini",,,,,"Data Deficient","Native to the N.T."
"Cenchrus pennisetiformis  ","https://id.biodiversity.org.au/node/apni/2919757","Cenchrus pennisetiformis","Poaceae",,,,"Least Concern","Introduced"
"Amplirhagada osmondi","urn:lsid:biodiversity.org.au:afd.taxon:d568e252-5c79-439d-a3bc-bf49b160d607","Amplirhagada osmondi","Camaenidae",,,,"(not listed)","(not listed)"
"Collessomyia setiger","urn:lsid:biodiversity.org.au:afd.taxon:8a58e80f-1a38-4762-a0b8-b1d054c36cc4","Collessomyia setiger","Tephritidae",,,,"(not listed)","(not listed)"
"Koenikea setosa","urn:lsid:biodiversity.org.au:afd.taxon:b28c6c1e-180c-454b-b9d4-4a8fa0b78f60","Koenikea setosa","Unionicolidae",,,,"(not listed)","(not listed)"
"Demansia shinei","urn:lsid:biodiversity.org.au:afd.taxon:bae0f91d-2722-47a1-a944-f55a1aa344e4","Demansia shinei","Elapidae",,,,"Least Concern","Native to the N.T."
"Opisthopsis lienosus","urn:lsid:biodiversity.org.au:afd.taxon:e8bb261c-09bc-42c8-b527-2b3880fa37c7","Opisthopsis lienosus","Formicidae",,,,"(not listed)","(not listed)"
"Limnogonus luctuosus","urn:lsid:biodiversity.org.au:afd.taxon:78967e54-f875-45b5-b5ae-0c461b547c62","Limnogonus (Limnogonus) luctuosus","Gerridae",,,,"(not listed)","(not listed)"
"Cyanthillium cinereum var. cinereum","https://id.biodiversity.org.au/taxon/apni/51298359","Cyanthillium cinereum var. cinereum","Asteraceae",,,,,"(not listed)"
"Acacia murrayana  ","https://id.biodiversity.org.au/node/apni/2913354","Acacia murrayana","Fabaceae",,,,"Least Concern","Native to the N.T."
"Murex acanthostephes","urn:lsid:biodiversity.org.au:afd.taxon:07e5533e-ded9-4de1-ae5d-71245899e495","Murex (Murex) acanthostephes","Muricidae",,,,"(not listed)","(not listed)"
"Famegana alsulus alsulus","urn:lsid:biodiversity.org.au:afd.taxon:868dc60b-047e-4470-99ec-b3d6183e737c","Famegana alsulus alsulus","Lycaenidae",,,,"(not listed)","(not listed)"
"Fuirena ciliaris  ","https://id.biodiversity.org.au/node/apni/2911413","Fuirena ciliaris","Cyperaceae",,,,"Least Concern","Native to the N.T."
"Amblyomma glauerti","urn:lsid:biodiversity.org.au:afd.taxon:8abce191-5369-4ba0-95f7-a0f4d53f65e5","Amblyomma glauerti","Ixodidae",,,,"(not listed)","(not listed)"
"Enneapogon clelandii  ","https://id.biodiversity.org.au/node/apni/2899686","Enneapogon robustissimus","Poaceae",,,,"Least Concern","Native to the N.T."
"Sehima nervosum  ","https://id.biodiversity.org.au/node/apni/2887809","Sehima nervosum","Poaceae",,,,"Least Concern","Native to the N.T."
"Jacquemontia browniana  ","https://id.biodiversity.org.au/node/apni/2886724","Jacquemontia browniana","Convolvulaceae",,,,"Least Concern","Native to the N.T."
"Sclerolaena sp. saline soils  ","ALA_Sclerolaena_sp_saline_soils","Sclerolaena sp. saline soils",,,,,"Least Concern","Native to the N.T."
"Chorizococcus herbicola","urn:lsid:biodiversity.org.au:afd.taxon:f7ff6a11-e854-4dd2-93df-0eb5f5ac2a33","Chorizococcus herbicola","Pseudococcidae",,,,"(not listed)","Endemic to the N.T."
"Amata humeralis","urn:lsid:biodiversity.org.au:afd.taxon:7efb851f-f734-4048-b497-6570cf232a77","Amata humeralis","Erebidae",,,,"(not listed)","(not listed)"
"Eucalyptus brachyandra  ","https://id.biodiversity.org.au/node/apni/2911774","Eucalyptus brachyandra","Myrtaceae",,,,"Least Concern","Native to the N.T."
"Fimbristylis pachyptera  ","https://id.biodiversity.org.au/node/apni/2917428","Fimbristylis pachyptera","Cyperaceae",,,,"Least Concern","Native to the N.T."
"Cloridina stephensoni","urn:lsid:biodiversity.org.au:afd.taxon:cd573736-3480-45ca-8a30-d8c04950d7f3","Cloridina stephensoni","Squillidae",,,,"(not listed)","Endemic to the N.T."
"Plicatula muricata","urn:lsid:biodiversity.org.au:afd.taxon:35f3f5e1-2096-480c-a0c2-f31a92d91d7e","Plicatula (Plicatula) muricata","Plicatulidae",,,,"(not listed)","(not listed)"
"Eremophila latrobei subsp. latrobei","https://id.biodiversity.org.au/node/apni/2889781","Eremophila latrobei subsp. latrobei","Scrophulariaceae",,,,"Least Concern","Native to the N.T."
"Hippocampus multispinus","urn:lsid:biodiversity.org.au:afd.taxon:2162a641-880c-49e1-a51c-47ddaf34a456","Hippocampus angustus","Syngnathidae",,,,"(not listed)","(not listed)"
"Opisthopsis haddoni haddoni","urn:lsid:biodiversity.org.au:afd.taxon:da76b35a-3ae5-408a-9ea2-a3f2dcd0933e","Opisthopsis haddoni haddoni","Formicidae",,,,"(not listed)","(not listed)"
"Euphorbia psilosperma  ","https://id.biodiversity.org.au/node/apni/7214258","Euphorbia psilosperma","Euphorbiaceae",,,,"Not Evaluated","(not listed)"
"Plectranthus intraterraneus  ","https://id.biodiversity.org.au/node/apni/2895391","Plectranthus intraterraneus","Lamiaceae",,,,"Least Concern","Native to the N.T."
"Parglogenia pelodes","urn:lsid:biodiversity.org.au:afd.taxon:836ba337-9a5f-4a18-b4fd-84309cd421f9","Parglogenia pelodes","Camaenidae",,,,"(not listed)","(not listed)"
"Triodon macropterus","urn:lsid:biodiversity.org.au:afd.taxon:db9c86af-f9db-4e5b-824f-00afefdae4f6","Triodon macropterus","Triodontidae",,,,"(not listed)","(not listed)"
"Scaevola parvibarbata  ","https://id.biodiversity.org.au/node/apni/2892498","Scaevola parvibarbata","Goodeniaceae",,,,"Least Concern","Native to the N.T."
"Crotalaria pallida  ","https://id.biodiversity.org.au/node/apni/2899265","Crotalaria pallida","Fabaceae",,,,"Least Concern","Introduced"
"Suberea ianthelliformis","urn:lsid:biodiversity.org.au:afd.taxon:8fe43d07-060f-46d8-8a8b-5e2b15ec6aae","Suberea ianthelliformis","Aplysinellidae",,,,"(not listed)","(not listed)"
"Cassidula rugata","urn:lsid:biodiversity.org.au:afd.taxon:17c2e97a-3f3e-4489-aed0-5d417efad32d","Cassidula (Cassidula) rugata","Ellobiidae",,,,"(not listed)","(not listed)"
"Amaranthus spinosus  ","https://id.biodiversity.org.au/node/apni/2886429","Amaranthus spinosus","Amaranthaceae",,,,"Least Concern","Introduced"
"Paracentropogon longispinis","urn:lsid:biodiversity.org.au:afd.taxon:3e299d08-7586-4784-99d0-8de1e5ad9bc1","Paracentropogon longispinis","Tetrarogidae",,,,"(not listed)","(not listed)"
"Sorsogona tuberculata","urn:lsid:biodiversity.org.au:afd.taxon:983340ee-b327-41e7-b47b-8fd4aefd13ae","Sorsogona tuberculata","Platycephalidae",,,,"(not listed)","(not listed)"
"Xenocheira fasciata","urn:lsid:biodiversity.org.au:afd.taxon:0d132152-622c-4c85-bad0-21571b4f2431","Xenocheira fasciata","Aoridae",,,,"(not listed)","(not listed)"
"Macrothrix hystrix","urn:lsid:biodiversity.org.au:afd.taxon:46402699-eeda-42d9-a60b-29831724fe63","Macrothrix hystrix","Macrotrichidae",,,,"(not listed)","Endemic to the N.T."
"Lichenostomus plumulus","urn:lsid:biodiversity.org.au:afd.taxon:65c57e65-3bc4-40f3-b3b2-d586c850846a","Ptilotula plumula","Meliphagidae",,,,"Least Concern","Native to the N.T."
"Acacia alleniana  ","https://id.biodiversity.org.au/node/apni/2898989","Acacia alleniana","Fabaceae",,,,"Least Concern","Native to the N.T."
"Drosera indica  ","https://id.biodiversity.org.au/taxon/apni/51300079","Drosera indica","Droseraceae",,,,"Least Concern","Native to the N.T."
"Platalea flavipes","urn:lsid:biodiversity.org.au:afd.taxon:80312dab-9ffb-4b49-b0cc-b4d9728e5457","Platalea (Platibis) flavipes","Threskiornithidae",,,,"Least Concern","Native to the N.T."
"Xerochrysum bracteatum  ","https://id.biodiversity.org.au/node/apni/2891029","Xerochrysum bracteatum","Asteraceae",,,,"Least Concern","Native to the N.T."
"Ocybadistes flavovittatus vesta","urn:lsid:biodiversity.org.au:afd.taxon:21794681-a048-410d-808b-d1646c4bc847","Ocybadistes flavovittatus vesta","Hesperiidae",,,,"(not listed)","(not listed)"
"Dujardinascaris blairi","urn:lsid:biodiversity.org.au:afd.taxon:38a04667-654b-424a-89bc-12f780dda2ac","Dujardinascaris blairi","Ascarididae",,,,"(not listed)","(not listed)"
"Braunsapis simillima","urn:lsid:biodiversity.org.au:afd.taxon:6ecee64d-7681-428a-b27d-1952de379c28","Braunsapis simillima","Apidae",,,,"(not listed)","(not listed)"
"Drombus ocyurus","urn:lsid:biodiversity.org.au:afd.taxon:52d9022a-a78f-41f0-a7ef-e8b2a9455601","Drombus ocyurus","Gobiidae",,,,"(not listed)","(not listed)"
"Pterocaesio chrysozona","urn:lsid:biodiversity.org.au:afd.taxon:b008e0f2-3925-403f-a868-7e4e8d15b297","Pterocaesio chrysozona","Lutjanidae",,,,"(not listed)","(not listed)"
"Galactia sp. Litchfield  ","ALA_Galactia_sp_Litchfield","Galactia sp. Litchfield",,,,,"Data Deficient","Endemic to the N.T."
"Trachiopsis victoriana","urn:lsid:biodiversity.org.au:afd.taxon:c77263a0-ba9c-44ce-aa4d-dd83242ead7b","Trachiopsis victoriana","Camaenidae",,,,"Vulnerable","Endemic to the N.T."
"Coriolopsis aspera  ","NZOR-6-45843","Coriolopsis aspera","Polyporaceae",,,,,"(not listed)"
"Callista planatella","urn:lsid:biodiversity.org.au:afd.taxon:24975e71-720a-42a2-8bc3-bd0c43e6a6b2","Costacallista planatella","Veneridae",,,,"(not listed)","(not listed)"
"Anomala antiqua","urn:lsid:biodiversity.org.au:afd.taxon:561f32cc-f1dc-4d80-a354-8d66a6c887d7","Anomala antiqua","Scarabaeidae",,,,"(not listed)","(not listed)"
"Omobranchus rotundiceps","urn:lsid:biodiversity.org.au:afd.taxon:70d87bb3-d680-43e0-9788-6ed520a3b191","Omobranchus rotundiceps","Blenniidae",,,,"(not listed)","(not listed)"
"Amblypsilopus arboreus","urn:lsid:biodiversity.org.au:afd.taxon:5a9f79a2-9a39-43f6-8196-55bee7870dee","Amblypsilopus arboreus","Dolichopodidae",,,,"(not listed)","(not listed)"
"Brachyscome blackii  ","https://id.biodiversity.org.au/node/apni/2914784","Brachyscome blackii","Asteraceae",,,,"Least Concern","Native to the N.T."
"Crotalaria verrucosa  ","https://id.biodiversity.org.au/node/apni/2909599","Crotalaria verrucosa","Fabaceae",,,,"Least Concern","Native to the N.T."
"Eragrostis lacunaria  ","https://id.biodiversity.org.au/node/apni/2897762","Eragrostis lacunaria","Poaceae",,,,"Least Concern","Native to the N.T."
"Delma nasuta","urn:lsid:biodiversity.org.au:afd.taxon:562f384e-9106-4e07-9b4f-f9e2b01b26e4","Delma nasuta","Pygopodidae",,,,"Least Concern","Native to the N.T."
"Semicassis glabratum angasi","urn:lsid:biodiversity.org.au:afd.taxon:68d539c2-7ede-478a-bd82-ed1ee94ec239","Semicassis (Semicassis) angasi","Cassidae",,,,"(not listed)","(not listed)"
