scientificName,vernacularName,status,sourceStatus,generalisation
Pentalepis trichodesmoides subsp. incana,,Priority 1: Poorly-known species,P1,10 km
Pentalepis walcottii,,Priority 3: Poorly-known species,P3,10 km
Pentapogon quadrifidus var. quadrifidus,,Priority 2: Poorly-known species,P2,10 km
Peplidium sp. Tanami (P.K. Latz 11904),,Priority 2: Poorly-known species,P2,10 km
Pericalymma megaphyllum,,Priority 1: Poorly-known species,P1,10 km
Peripleura spechtii var. kimberleyensis,,Priority 2: Poorly-known species,P2,10 km
Persoonia baeckeoides,,Priority 1: Poorly-known species,P1,10 km
Persoonia brachystylis,,Priority 2: Poorly-known species,P2,10 km
Persoonia brevirhachis,,Priority 3: Poorly-known species,P3,10 km
Persoonia chapmaniana,,Priority 3: Poorly-known species,P3,10 km
Persoonia cymbifolia,,Priority 3: Poorly-known species,P3,10 km
Persoonia filiformis,,Priority 3: Poorly-known species,P3,10 km
Persoonia flexifolia,,Priority 1: Poorly-known species,P1,10 km
Persoonia hakeiformis,,Priority 2: Poorly-known species,P2,10 km
Persoonia kararae,,Priority 2: Poorly-known species,P2,10 km
Persoonia leucopogon,,Priority 1: Poorly-known species,P1,10 km
Persoonia micranthera,,Critically Endangered,CR,10 km
Persoonia papillosa,,Priority 2: Poorly-known species,P2,10 km
Persoonia pentasticha,,Priority 3: Poorly-known species,P3,10 km
Persoonia pungens,,Priority 3: Poorly-known species,P3,10 km
Persoonia rudis,,Priority 3: Poorly-known species,P3,10 km
Persoonia scabra,,Priority 3: Poorly-known species,P3,10 km
Persoonia spathulata,,Priority 2: Poorly-known species,P2,10 km
Persoonia sulcata,,"Priority 4: Rare, Near Threatened",P4,10 km
Pertusaria trachyspora,,Priority 2: Poorly-known species,P2,10 km
Petrophile biternata,,Priority 3: Poorly-known species,P3,10 km
Petrophile carduacea,,Priority 2: Poorly-known species,P2,10 km
Petrophile clavata,,Priority 2: Poorly-known species,P2,10 km
Petrophile conifera subsp. divaricata,,Priority 2: Poorly-known species,P2,10 km
Petrophile filifolia subsp. laxa,,Priority 3: Poorly-known species,P3,10 km
Petrophile globifera,,Priority 3: Poorly-known species,P3,10 km
Petrophile latericola,,Critically Endangered,CR,10 km
Petrophile nivea,,Vulnerable,VU,10 km
Petrophile pauciflora,,Priority 3: Poorly-known species,P3,10 km
Petrophile pilostyla subsp. syntoma,,Priority 2: Poorly-known species,P2,10 km
Petrophile plumosa,,Priority 3: Poorly-known species,P3,10 km
Petrophile septemfida,,Priority 3: Poorly-known species,P3,10 km
Petrophile trifurcata,,Priority 2: Poorly-known species,P2,10 km
Petrophile vana,,Priority 1: Poorly-known species,P1,10 km
Phebalium appressum,,Priority 1: Poorly-known species,P1,10 km
Phebalium brachycalyx,,Priority 3: Poorly-known species,P3,10 km
Phebalium clavatum,,Priority 2: Poorly-known species,P2,10 km
Phebalium drummondii,,Priority 3: Poorly-known species,P3,10 km
Phebalium sp. Mt Gibbs (G.F. Craig 6658),,Priority 1: Poorly-known species,P1,10 km
Phebalium sp. Yerilgee Sandplain (J. Jackson 223),,Priority 2: Poorly-known species,P2,10 km
Pheidochloa gracilis,,Priority 1: Poorly-known species,P1,10 km
Philotheca apiculata,,Priority 1: Poorly-known species,P1,10 km
Philotheca basistyla,,Critically Endangered,CR,10 km
Philotheca citrina,,Priority 1: Poorly-known species,P1,10 km
Philotheca coateana,,Priority 3: Poorly-known species,P3,10 km
Philotheca cymbiformis,,Priority 2: Poorly-known species,P2,10 km
Philotheca deserti subsp. brevifolia,,Priority 3: Poorly-known species,P3,10 km
Philotheca eremicola,,Priority 1: Poorly-known species,P1,10 km
Philotheca falcata,,Endangered,EN,10 km
Philotheca gardneri subsp. globosa,,Priority 1: Poorly-known species,P1,10 km
Philotheca kalbarriensis,,Priority 2: Poorly-known species,P2,10 km
Philotheca langei,,Priority 1: Poorly-known species,P1,10 km
Philotheca linearis,,Priority 1: Poorly-known species,P1,10 km
Philotheca nutans,,Priority 1: Poorly-known species,P1,10 km
Philotheca pachyphylla,,Priority 1: Poorly-known species,P1,10 km
Philotheca richardsoniana,,Priority 2: Poorly-known species,P2,10 km
Philotheca sp. Latham (F. Keast L4B 043),,Priority 1: Poorly-known species,P1,10 km
Philotheca tubiflora,,Priority 1: Poorly-known species,P1,10 km
Philotheca wonganensis,,Endangered,EN,10 km
Philydrella pygmaea subsp. minima,,Priority 1: Poorly-known species,P1,10 km
Phlebocarya pilosissima subsp. pilosissima,,Priority 3: Poorly-known species,P3,10 km
Phlebocarya pilosissima subsp. teretifolia,,Priority 2: Poorly-known species,P2,10 km
Phlegmatospermum eremaeum,,Priority 3: Poorly-known species,P3,10 km
Phlegmatospermum richardsii,,Priority 1: Poorly-known species,P1,10 km
Phyllangium palustre,,Priority 2: Poorly-known species,P2,10 km
Phyllanthus hebecarpus,,Priority 3: Poorly-known species,P3,10 km
Physopsis chrysophylla,,Priority 3: Poorly-known species,P3,10 km
Picris compacta,,Extinct,EX,10 km
Picris drummondii,,Priority 1: Poorly-known species,P1,10 km
Picris wagenitzii,,Priority 1: Poorly-known species,P1,10 km
Pilbara trudgenii,,Priority 3: Poorly-known species,P3,10 km
Pileanthus aurantiacus,,Priority 1: Poorly-known species,P1,10 km
Pileanthus bellus,,Priority 3: Poorly-known species,P3,10 km
Pilostyles collina,,"Priority 4: Rare, Near Threatened",P4,10 km
Pimelea calcicola,,Priority 3: Poorly-known species,P3,10 km
Pimelea ciliata subsp. longituba,,Priority 3: Poorly-known species,P3,10 km
Pimelea cruciata,,Priority 1: Poorly-known species,P1,10 km
Pimelea eyrei,,Priority 2: Poorly-known species,P2,10 km
Pimelea halophila,,Priority 2: Poorly-known species,P2,10 km
Pimelea neokyrea,,Priority 2: Poorly-known species,P2,10 km
Pimelea pelinos,,Priority 1: Poorly-known species,P1,10 km
Pimelea rara,,"Priority 4: Rare, Near Threatened",P4,10 km
Pimelea rosea subsp. annelsii,,Priority 3: Poorly-known species,P3,10 km
Pithocarpa corymbulosa,,Priority 3: Poorly-known species,P3,10 km
Pittosporum moluccanum,,"Priority 4: Rare, Near Threatened",P4,10 km
Pityrodia augustensis,,Vulnerable,VU,10 km
Pityrodia canaliculata,,Priority 1: Poorly-known species,P1,10 km
Pityrodia chrysocalyx,,Priority 3: Poorly-known species,P3,10 km
Pityrodia iphthima,,Priority 1: Poorly-known species,P1,10 km
Pityrodia obliqua,,Priority 3: Poorly-known species,P3,10 km
Pityrodia scabra subsp. dendrotricha,,Priority 3: Poorly-known species,P3,10 km
Pityrodia scabra subsp. scabra,,Critically Endangered,CR,10 km
Pityrodia viscida,,"Priority 4: Rare, Near Threatened",P4,10 km
Placynthium nigrum,,Priority 3: Poorly-known species,P3,10 km
Plagiocarpus lanatus,,Priority 2: Poorly-known species,P2,10 km
Platychorda rivalis,,Priority 1: Poorly-known species,P1,10 km
Platysace ramosissima,,Priority 3: Poorly-known species,P3,10 km
Platysace saxatilis,,Priority 2: Poorly-known species,P2,10 km
Platysace sp. Kalbarri (D. & B. Bellairs 1383),,Priority 2: Poorly-known species,P2,10 km
Platysace sp. Stirling (J.M. Fox 88/262),,"Priority 4: Rare, Near Threatened",P4,10 km
Platytheca anasima,,Priority 2: Poorly-known species,P2,10 km
Platytheca sp. Sabina (G.J. & B.J. Keighery 295),,Priority 2: Poorly-known species,P2,10 km
Pleurophascum occidentale,,"Priority 4: Rare, Near Threatened",P4,10 km
Poa billardierei,,Priority 3: Poorly-known species,P3,10 km
Podotheca pritzelii,,Priority 3: Poorly-known species,P3,10 km
Podotheca uniseta,,Priority 3: Poorly-known species,P3,10 km
Polianthion biloculare,,"Priority 4: Rare, Near Threatened",P4,10 km
Polianthion collinum,,Priority 3: Poorly-known species,P3,10 km
Polycarpaea umbrosa,,Priority 1: Poorly-known species,P1,10 km
Polygala crassitesta,,Priority 1: Poorly-known species,P1,10 km
Polygala parviloba,,"Priority 4: Rare, Near Threatened",P4,10 km
Polymeria distigma,,Priority 3: Poorly-known species,P3,10 km
Polymeria sp. Broome (K.F. Kenneally 9759),,Priority 3: Poorly-known species,P3,10 km
Pomaderris grandis,,"Priority 4: Rare, Near Threatened",P4,10 km
Pomaderris paniculosa subsp. paralia,,Priority 2: Poorly-known species,P2,10 km
Poranthera asybosca,,Priority 1: Poorly-known species,P1,10 km
Poranthera coerulea,,Priority 1: Poorly-known species,P1,10 km
Poranthera moorokatta,,Priority 2: Poorly-known species,P2,10 km
Portulaca sp. Kununurra (M.D. Barrett MDB 5981) PN,,Priority 1: Poorly-known species,P1,10 km
Potamogeton octandrus,,Priority 1: Poorly-known species,P1,10 km
Prasophyllum paulinae,,Priority 1: Poorly-known species,P1,10 km
Proiphys alba,,Priority 1: Poorly-known species,P1,10 km
Proiphys kimberleyensis,,Priority 1: Poorly-known species,P1,10 km
Prostanthera carrickiana,,"Priority 4: Rare, Near Threatened",P4,10 km
Prostanthera centralis,,Priority 3: Poorly-known species,P3,10 km
Prostanthera ferricola,,Priority 3: Poorly-known species,P3,10 km
Prostanthera nanophylla,,Priority 3: Poorly-known species,P3,10 km
Prostanthera pedicellata,,Priority 1: Poorly-known species,P1,10 km
Prostanthera petrophila,,Priority 3: Poorly-known species,P3,10 km
Prostanthera scutata,,Priority 2: Poorly-known species,P2,10 km
Prostanthera sp. Karara (D. Coultas & K. Greenacre Opp 8),,Priority 1: Poorly-known species,P1,10 km
Prostanthera splendens,,Priority 1: Poorly-known species,P1,10 km
Prostanthera tysoniana,,Priority 3: Poorly-known species,P3,10 km
Prostanthera verticillaris,,Priority 1: Poorly-known species,P1,10 km
Psammomoya ephedroides,,Priority 3: Poorly-known species,P3,10 km
Psammomoya grandiflora,,Priority 2: Poorly-known species,P2,10 km
Psammomoya implexa,,Priority 3: Poorly-known species,P3,10 km
Pterocaulon globuliflorum,,Priority 2: Poorly-known species,P2,10 km
Pterocaulon xenicum,,Priority 3: Poorly-known species,P3,10 km
Pterostylis echinulata,,Priority 3: Poorly-known species,P3,10 km
Pterostylis elegantissima,,Priority 1: Poorly-known species,P1,10 km
Pterostylis faceta,,Priority 3: Poorly-known species,P3,10 km
Pterostylis frenchii,,Priority 2: Poorly-known species,P2,10 km
Pterostylis fuliginosa,,Priority 2: Poorly-known species,P2,10 km
Pterostylis hadra,,Priority 1: Poorly-known species,P1,10 km
Pterostylis heberlei,,Priority 2: Poorly-known species,P2,10 km
Pterostylis macrocalymma,,Priority 1: Poorly-known species,P1,10 km
Pterostylis neopolyphylla,,Priority 2: Poorly-known species,P2,10 km
Pterostylis saxum,,Priority 2: Poorly-known species,P2,10 km
Pterostylis sinuata,,Critically Endangered,CR,10 km
Pterostylis tylosa,,Priority 2: Poorly-known species,P2,10 km
Pterostylis virens,,Priority 3: Poorly-known species,P3,10 km
Pterostylis xerampelina,,Priority 1: Poorly-known species,P1,10 km
Pterostylis zebrina,,Priority 2: Poorly-known species,P2,10 km
Ptilotus actinocladus,,Priority 1: Poorly-known species,P1,10 km
Ptilotus alexandri,,Priority 2: Poorly-known species,P2,10 km
Ptilotus andersonii,,Priority 1: Poorly-known species,P1,10 km
Ptilotus beardii,,Priority 3: Poorly-known species,P3,10 km
Ptilotus blackii,,Priority 3: Poorly-known species,P3,10 km
Ptilotus caespitulosus,,Extinct,EX,10 km
Ptilotus chortophytus,,Priority 1: Poorly-known species,P1,10 km
Ptilotus chrysocomus,,Priority 1: Poorly-known species,P1,10 km
Ptilotus clivicola,,Priority 2: Poorly-known species,P2,10 km
Ptilotus crinitus,,Priority 1: Poorly-known species,P1,10 km
Ptilotus crispus,,Priority 1: Poorly-known species,P1,10 km
Ptilotus crosslandii,,Priority 3: Poorly-known species,P3,10 km
Ptilotus daphneae,,Priority 1: Poorly-known species,P1,10 km
Ptilotus falcatus,,Priority 1: Poorly-known species,P1,10 km
Ptilotus fasciculatus,,"Priority 4: Rare, Near Threatened",P4,10 km
Ptilotus lazaridis,,Priority 3: Poorly-known species,P3,10 km
Ptilotus luteolus,,Priority 3: Poorly-known species,P3,10 km
Ptilotus marduguru,,Priority 2: Poorly-known species,P2,10 km
Ptilotus mitchellii,,Priority 1: Poorly-known species,P1,10 km
Ptilotus mollis,,"Priority 4: Rare, Near Threatened",P4,10 km
Ptilotus procumbens,,Priority 1: Poorly-known species,P1,10 km
Ptilotus pyramidatus,,Critically Endangered,CR,10 km
Ptilotus rigidus,,Priority 1: Poorly-known species,P1,10 km
Ptilotus royceanus,,Priority 1: Poorly-known species,P1,10 km
Ptilotus sericostachyus subsp. roseus,,Priority 1: Poorly-known species,P1,10 km
Ptilotus sp. Cue (P. Armstrong PA 16/362) PN,,Priority 1: Poorly-known species,P1,10 km
Ptilotus sp. Kalgoorlie (J. Jackson & B. Moyle 260) PN,,Priority 1: Poorly-known species,P1,10 km
Ptilotus sp. Kookynie (J. Jackson & B. Moyle 261) PN,,Priority 1: Poorly-known species,P1,10 km
Ptilotus subspinescens,,Priority 3: Poorly-known species,P3,10 km
Ptilotus tetrandrus,,Priority 1: Poorly-known species,P1,10 km
Ptilotus trichocephalus,,"Priority 4: Rare, Near Threatened",P4,10 km
Ptilotus unguiculatus,,Priority 1: Poorly-known species,P1,10 km
Ptilotus wilsonii,,Priority 1: Poorly-known species,P1,10 km
Ptilotus yapukaratja,,Priority 1: Poorly-known species,P1,10 km
Ptychosema pusillum,,Vulnerable,VU,10 km
Puccinellia vassica,,Priority 1: Poorly-known species,P1,10 km
Pultenaea adunca,,Priority 3: Poorly-known species,P3,10 km
Pultenaea brachyphylla,,Priority 2: Poorly-known species,P2,10 km
Pultenaea calycina subsp. calycina,,Priority 3: Poorly-known species,P3,10 km
Pultenaea calycina subsp. proxena,,"Priority 4: Rare, Near Threatened",P4,10 km
Pultenaea craigiana,,Priority 3: Poorly-known species,P3,10 km
Pultenaea daena,,Priority 3: Poorly-known species,P3,10 km
Pultenaea indira subsp. monstrosita,,Priority 3: Poorly-known species,P3,10 km
Pultenaea indira subsp. pudoides,,Priority 2: Poorly-known species,P2,10 km
Pultenaea pauciflora,,Vulnerable,VU,10 km
Pultenaea pinifolia,,Priority 3: Poorly-known species,P3,10 km
Pultenaea skinneri,,"Priority 4: Rare, Near Threatened",P4,10 km
Pultenaea sp. Mt Lesueur (J.S. Beard 7827) PN,,Priority 2: Poorly-known species,P2,10 km
Pultenaea vestita,,Priority 3: Poorly-known species,P3,10 km
Quoya zonalis,,Endangered,EN,10 km
Reedia spathacea,,Endangered,EN,10 km
Regelia cymbifolia,,"Priority 4: Rare, Near Threatened",P4,10 km
Regelia megacephala,,"Priority 4: Rare, Near Threatened",P4,10 km
Rhacocarpus rehmannianus var. webbianus,,Critically Endangered,CR,10 km
Rhadinothamnus rudis subsp. linearis,,"Priority 4: Rare, Near Threatened",P4,10 km
Rhagodia acicularis,,Vulnerable,VU,10 km
Rhagodia sp. Hamersley (M. Trudgen 17794),,Priority 3: Poorly-known species,P3,10 km
Rhamphicarpa australiensis,,Priority 3: Poorly-known species,P3,10 km
Rhetinocarpha suffruticosa,,Priority 1: Poorly-known species,P1,10 km
Rhizanthella gardneri,,Critically Endangered,CR,10 km
Rhizanthella johnstonii,,Critically Endangered,CR,10 km
Rhodanthe ascendens,,Priority 1: Poorly-known species,P1,10 km
Rhodanthe chlorocephala subsp. chlorocephala,,Priority 1: Poorly-known species,P1,10 km
Rhodanthe collina,,Priority 3: Poorly-known species,P3,10 km
Rhodanthe frenchii,,Priority 2: Poorly-known species,P2,10 km
Rhodanthe fuscescens,,Priority 1: Poorly-known species,P1,10 km
Rhodanthe oppositifolia subsp. ornata,,Priority 2: Poorly-known species,P2,10 km
Rhodanthe sp. Overlander (P.S. Short 2096),,Priority 1: Poorly-known species,P1,10 km
"Rhodanthe sp. Yuna (G.J. Keighery, B.J. Keighery & B. Moyle 2820) PN",,Priority 3: Poorly-known species,P3,10 km
Rhodanthe sphaerocephala,,Priority 1: Poorly-known species,P1,10 km
Rhodanthe uniflora,,Priority 1: Poorly-known species,P1,10 km
Rhynchosia bungarensis,,"Priority 4: Rare, Near Threatened",P4,10 km
Rhynchosia rostrata,,Priority 1: Poorly-known species,P1,10 km
Rhynchospora brownii,,Priority 3: Poorly-known species,P3,10 km
Rhynchospora gracillima,,Priority 1: Poorly-known species,P1,10 km
Rhynchospora rubra,,Priority 3: Poorly-known species,P3,10 km
Ricinocarpos brevis,,Endangered,EN,10 km
Ricinocarpos digynus,,Priority 1: Poorly-known species,P1,10 km
Ricinocarpos marginatus,,Priority 2: Poorly-known species,P2,10 km
Ricinocarpos oliganthus,,Priority 1: Poorly-known species,P1,10 km
Ricinocarpos pilifer,,Priority 2: Poorly-known species,P2,10 km
Ricinocarpos trichophorus,,Vulnerable,VU,10 km
Ricinocarpos trichophyllus,,Priority 1: Poorly-known species,P1,10 km
Ricinocarpos tuberculatus,,Priority 2: Poorly-known species,P2,10 km
Rinodina bischoffii,,Priority 2: Poorly-known species,P2,10 km
Rinzia affinis,,"Priority 4: Rare, Near Threatened",P4,10 km
Rinzia fimbriolata,,Priority 1: Poorly-known species,P1,10 km
Rinzia longifolia,,Priority 3: Poorly-known species,P3,10 km
Rinzia medifila,,Priority 1: Poorly-known species,P1,10 km
Rinzia rubra,,Priority 2: Poorly-known species,P2,10 km
Rinzia torquata,,Priority 3: Poorly-known species,P3,10 km
Rinzia triplex,,Priority 3: Poorly-known species,P3,10 km
Roebuckiella halophila,,Priority 3: Poorly-known species,P3,10 km
Rorippa cygnorum,,Priority 2: Poorly-known species,P2,10 km
Rorippa eustylis,,Priority 1: Poorly-known species,P1,10 km
Rorippa sp. Fortescue Valley (M.N. Lyons & R.A. Coppen FV 0760),,Priority 1: Poorly-known species,P1,10 km
Rostellularia adscendens var. latifolia,,Priority 3: Poorly-known species,P3,10 km
Rotala tripartita,,Priority 1: Poorly-known species,P1,10 km
Rothia indica subsp. australis,,Priority 3: Poorly-known species,P3,10 km
Roycea pycnophylloides,,Vulnerable,VU,10 km
Ruellia sp. A Kimberley Flora (K.F. Kenneally 9007),,Priority 2: Poorly-known species,P2,10 km
Rumex crystallinus,,Priority 2: Poorly-known species,P2,10 km
Rumex drummondii,,"Priority 4: Rare, Near Threatened",P4,10 km
Rumicastrum chamaecladum,,Priority 2: Poorly-known species,P2,10 km
Rytidosperma racemosum var. racemosum,,Priority 2: Poorly-known species,P2,10 km
Salacia chinensis,,Priority 1: Poorly-known species,P1,10 km
Salicornia globosa,,Priority 3: Poorly-known species,P3,10 km
Samolus sp. Fortescue Marsh (A. Markey & R. Coppen FM 9702),,Priority 1: Poorly-known species,P1,10 km
Sarcozona bicarinata,,Priority 3: Poorly-known species,P3,10 km
Sauropus sp. Woolgorong (M. Officer s.n. 10/8/94),,Priority 3: Poorly-known species,P3,10 km
Scaevola archeriana,,Priority 1: Poorly-known species,P1,10 km
Scaevola ballajupensis,,Priority 1: Poorly-known species,P1,10 km
Scaevola brookeana,,Priority 2: Poorly-known species,P2,10 km
Scaevola chrysopogon,,Priority 2: Poorly-known species,P2,10 km
Scaevola eneabba,,Priority 2: Poorly-known species,P2,10 km
Scaevola globosa,,Priority 3: Poorly-known species,P3,10 km
Scaevola kallophylla,,"Priority 4: Rare, Near Threatened",P4,10 km
Scaevola macrophylla,,Critically Endangered,CR,10 km
Scaevola oldfieldii,,Priority 3: Poorly-known species,P3,10 km
Scaevola paludosa,,Priority 2: Poorly-known species,P2,10 km
Scaevola sp. Cockburn Range (G.W. Carr 3369 & A.C. Beauglehole 47147),,Priority 1: Poorly-known species,P1,10 km
Scaevola sp. Golden hairs (D. & B. Bellairs 1450 A),,Priority 1: Poorly-known species,P1,10 km
Scaevola sp. Hamersley Range basalts (S. van Leeuwen 3675),,Priority 2: Poorly-known species,P2,10 km
Scaevola sp. Isabella Range (R.D. Royce 1918),,Priority 1: Poorly-known species,P1,10 km
Scaevola sp. Mt Ragged (M. Goods GG 004),,Priority 2: Poorly-known species,P2,10 km
